"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"488",1470037,"","UBC","Bryophytes",NA,"","","","","","PreservedSpecimen","Lophocoleaceae","Chiloscyphus","Chiloscyphus",NA,"Chiloscyphus","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","N","N","N",NA,"W. B. Schofield","","",25,7,1986,"july 25, 1986","Canada","British Columbia","","Texada island: anderson bay, se side of island.","Rotten log in forest.","",NA,NA,"49 31'N, 124 08'W","49.516667",-124.133333,"Y","","","","",""
"489",826118,"RBCM:Botany:V167595","V","Vascular Plants",NA,"","V167595","","","","PreservedSpecimen","Poaceae","Elymus glaucus ssp. glaucus","Elymus glaucus ssp. glaucus",NA,"Elymus","","glaucus",NA,"ssp.",NA,"glaucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-181","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.658333",-124.458333,"Y","","","","",""
"490",826119,"RBCM:Botany:V167596","V","Vascular Plants",NA,"","V167596","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-182","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.658333",-124.458333,"Y","","","","Source",""
"491",826120,"RBCM:Botany:V167597","V","Vascular Plants",NA,"","V167597","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-183","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.658333",-124.458333,"Y","","","","Source",""
"492",826121,"RBCM:Botany:V167598","V","Vascular Plants",NA,"","V167598","","","","PreservedSpecimen","Poaceae","Festuca subulata","Festuca subulata",NA,"Festuca","","subulata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-184","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.658333",-124.458333,"Y","","","","",""
"493",826122,"RBCM:Botany:V167599","V","Vascular Plants",NA,"","V167599","","","","PreservedSpecimen","Poaceae","Bromus sitchensis","Bromus sitchensis",NA,"Bromus","","sitchensis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-185","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.658333",-124.458333,"Y","","","","Source",""
"494",826123,"RBCM:Botany:V167600","V","Vascular Plants",NA,"","V167600","","","","PreservedSpecimen","Poaceae","Poa trivialis","Poa trivialis",NA,"Poa","","trivialis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-186","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of Harwood Point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","",""
"495",826124,"RBCM:Botany:V167601","V","Vascular Plants",NA,"","V167601","","","","PreservedSpecimen","Poaceae","Agrostis capillaris","Agrostis tenuis",NA,"Agrostis","","tenuis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-187","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"496",826125,"RBCM:Botany:V167602","V","Vascular Plants",NA,"","V167602","","","","PreservedSpecimen","Juncaceae","Juncus effusus","Juncus effusus",NA,"Juncus","","effusus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-188","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of Harwood Point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","",""
"497",826126,"RBCM:Botany:V167603","V","Vascular Plants",NA,"","V167603","","","","PreservedSpecimen","Poaceae","Lolium perenne","Lolium perenne",NA,"Lolium","","perenne",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-189","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of Harwood Point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","",""
"498",826127,"RBCM:Botany:V167604","V","Vascular Plants",NA,"","V167604","","","","PreservedSpecimen","Poaceae","Phleum pratense","Phleum pratense",NA,"Phleum","","pratense",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-190","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of Harwood Point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","",""
"499",826128,"RBCM:Botany:V167605","V","Vascular Plants",NA,"","V167605","","","","PreservedSpecimen","Poaceae","Agrostis capillaris","Agrostis tenuis",NA,"Agrostis","","tenuis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-191","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Harwood Point: 3 miles E of point.","","",NA,NA,"","49.658333",-124.425,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"500",826129,"RBCM:Botany:V167606","V","Vascular Plants",NA,"","V167606","","","","PreservedSpecimen","Poaceae","Bromus racemosus","Bromus racemosus",NA,"Bromus","","racemosus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-192","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: mountain about 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"501",826130,"RBCM:Botany:V167607","V","Vascular Plants",NA,"","V167607","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-193","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","Source",""
"502",826131,"RBCM:Botany:V167608","V","Vascular Plants",NA,"","V167608","","","","PreservedSpecimen","Poaceae","Trisetum canescens","Trisetum canescens",NA,"Trisetum","","canescens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-194","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"503",826132,"RBCM:Botany:V167609","V","Vascular Plants",NA,"","V167609","","","","PreservedSpecimen","Poaceae","Poa pratensis","Poa pratensis",NA,"Poa","","pratensis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-195","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"504",826133,"RBCM:Botany:V167610","V","Vascular Plants",NA,"","V167610","","","","PreservedSpecimen","Juncaceae","Luzula subsessilis","Luzula subsessilis",NA,"Luzula","","subsessilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-196","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","Source",""
"505",826134,"RBCM:Botany:V167611","V","Vascular Plants",NA,"","V167611","","","","PreservedSpecimen","Poaceae","Agrostis exarata","Agrostis exarata",NA,"Agrostis","","exarata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-197","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.733333",-124.483333,"Y","","","","",""
"506",826135,"RBCM:Botany:V167612","V","Vascular Plants",NA,"","V167612","","","","PreservedSpecimen","Poaceae","Poa pratensis","Poa pratensis",NA,"Poa","","pratensis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-198","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"507",826136,"RBCM:Botany:V167613","V","Vascular Plants",NA,"","V167613","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-199","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","Source",""
"508",826137,"RBCM:Botany:V167614","V","Vascular Plants",NA,"","V167614","","","","PreservedSpecimen","Poaceae","Agrostis stolonifera","Agrostis stolonifera",NA,"Agrostis","","stolonifera",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-200","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"509",826138,"RBCM:Botany:V167615","V","Vascular Plants",NA,"","V167615","","","","PreservedSpecimen","Poaceae","Festuca rubra ssp. rubra","Festuca rubra ssp. rubra",NA,"Festuca","","rubra",NA,"ssp.",NA,"rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-201","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"510",826139,"RBCM:Botany:V167616","V","Vascular Plants",NA,"","V167616","","","","PreservedSpecimen","Poaceae","Trisetum canescens","Trisetum canescens",NA,"Trisetum","","canescens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-202","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"511",826140,"RBCM:Botany:V167617","V","Vascular Plants",NA,"","V167617","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-203","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","Source",""
"512",826141,"RBCM:Botany:V167618","V","Vascular Plants",NA,"","V167618","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-204","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","Source",""
"513",826142,"RBCM:Botany:V167619","V","Vascular Plants",NA,"","V167619","","","","PreservedSpecimen","Poaceae","Festuca occidentalis","Festuca occidentalis",NA,"Festuca","","occidentalis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-205","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"514",826143,"RBCM:Botany:V167620","V","Vascular Plants",NA,"","V167620","","","","PreservedSpecimen","Poaceae","Deschampsia elongata","Deschampsia elongata",NA,"Deschampsia","","elongata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-206","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"515",826144,"RBCM:Botany:V167621","V","Vascular Plants",NA,"","V167621","","","","PreservedSpecimen","Poaceae","Festuca subulata","Festuca subulata",NA,"Festuca","","subulata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-207","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"516",826145,"RBCM:Botany:V167622","V","Vascular Plants",NA,"","V167622","","","","PreservedSpecimen","Poaceae","Danthonia spicata","Danthonia spicata",NA,"Danthonia","","spicata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-208","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"517",826146,"RBCM:Botany:V167623","V","Vascular Plants",NA,"","V167623","","","","PreservedSpecimen","Poaceae","Bromus commutatus","Bromus commutatus",NA,"Bromus","","commutatus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-209","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"518",826147,"RBCM:Botany:V167624","V","Vascular Plants",NA,"","V167624","","","","PreservedSpecimen","Poaceae","Agrostis exarata","Agrostis exarata",NA,"Agrostis","","exarata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-210","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"519",826148,"RBCM:Botany:V167625","V","Vascular Plants",NA,"","V167625","","","","PreservedSpecimen","Poaceae","Elymus glaucus ssp. glaucus","Elymus glaucus ssp. glaucus",NA,"Elymus","","glaucus",NA,"ssp.",NA,"glaucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-211","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"520",826149,"RBCM:Botany:V167626","V","Vascular Plants",NA,"","V167626","","","","PreservedSpecimen","Poaceae","Festuca occidentalis","Festuca occidentalis",NA,"Festuca","","occidentalis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-212","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"521",826150,"RBCM:Botany:V167627","V","Vascular Plants",NA,"","V167627","","","","PreservedSpecimen","Poaceae","Agrostis exarata","Agrostis exarata",NA,"Agrostis","","exarata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-213","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"522",826151,"RBCM:Botany:V167628","V","Vascular Plants",NA,"","V167628","","","","PreservedSpecimen","Poaceae","Festuca rubra ssp. rubra","Festuca rubra ssp. rubra",NA,"Festuca","","rubra",NA,"ssp.",NA,"rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-214","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"523",826152,"RBCM:Botany:V167629","V","Vascular Plants",NA,"","V167629","","","","PreservedSpecimen","Poaceae","Festuca rubra ssp. rubra","Festuca rubra ssp. rubra",NA,"Festuca","","rubra",NA,"ssp.",NA,"rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-215","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"524",826153,"RBCM:Botany:V167630","V","Vascular Plants",NA,"","V167630","","","","PreservedSpecimen","Cyperaceae","Scirpus microcarpus","Scirpus microcarpus",NA,"Scirpus","","microcarpus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-216","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"525",826154,"RBCM:Botany:V167631","V","Vascular Plants",NA,"","V167631","","","","PreservedSpecimen","Poaceae","Glyceria elata","Glyceria elata",NA,"Glyceria","","elata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-217","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","Texada Island; Vananda; Comet Mountain: About 5 miles SE of Vananda.","","",NA,NA,"","49.716667",-124.466667,"Y","","","","",""
"526",826155,"RBCM:Botany:V167632","V","Vascular Plants",NA,"","V167632","","","","PreservedSpecimen","Poaceae","Agrostis stolonifera","Agrostis stolonifera",NA,"Agrostis","","stolonifera",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-218","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"527",826156,"RBCM:Botany:V167633","V","Vascular Plants",NA,"","V167633","","","","PreservedSpecimen","Equisetaceae","Equisetum variegatum","Equisetum variegatum",NA,"Equisetum","","variegatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-219","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"528",826157,"RBCM:Botany:V167634","V","Vascular Plants",NA,"","V167634","","","","PreservedSpecimen","Cyperaceae","Carex aquatilis var. dives","Carex sitchensis",NA,"Carex","","sitchensis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-220","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"529",826158,"RBCM:Botany:V167635","V","Vascular Plants",NA,"","V167635","","","","PreservedSpecimen","Cyperaceae","Carex viridula","Carex viridula",NA,"Carex","","viridula",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-221","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"530",826159,"RBCM:Botany:V167636","V","Vascular Plants",NA,"","V167636","","","","PreservedSpecimen","Juncaceae","Juncus articulatus","Juncus articulatus",NA,"Juncus","","articulatus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-222","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"531",826160,"RBCM:Botany:V167637","V","Vascular Plants",NA,"","V167637","","","","PreservedSpecimen","Cyperaceae","Schoenoplectus acutus","Schoenoplectus acutus",NA,"Schoenoplectus","","acutus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Leon Pavlick","85-223","",13,7,1985,"13/07/1985","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.741667",-124.55,"Y","","","","",""
"532",1045923,"","UBC","Vascular Plants",NA,"V215822","","","","","PreservedSpecimen","Phrymaceae","Erythranthe guttata","Erythranthe guttata",NA,"Erythranthe","","guttata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"RBCM Acc. #v144717.","","","N","Y",NA,"Adolf Ceska","19134","Oldriska Ceska",18,5,1985,"1985 May 18","Canada","British Columbia","","Lasqueti Island, larson Islet in Tucker Bay.","","10 m",10,NA,"","49.5",-124.166667,"Y","","","","",""
"533",813586,"RBCM:Botany:V154898","V","Vascular Plants",NA,"","V154898","","","","PreservedSpecimen","Fabaceae","Lathyrus nevadensis var. nevadensis","Lathyrus nevadensis var. nevadensis",NA,"Lathyrus","","nevadensis",NA,"var.",NA,"nevadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Adolf Ceska","5607","",29,5,1981,"29/05/1981","Canada","British Columbia","","","","",NA,NA,"","49.75",-124.55,"Y","","","","",""
"534",814910,"RBCM:Botany:V156307","V","Vascular Plants",NA,"","V156307","","","","PreservedSpecimen","Onagraceae","Circaea alpina","Circaea alpina",NA,"Circaea","","alpina",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5584","",29,5,1981,"29/05/1981","Canada","British Columbia","","","","",NA,NA,"","49.7",-124.5,"Y","","","","",""
"535",814928,"RBCM:Botany:V156325","V","Vascular Plants",NA,"","V156325","","","","PreservedSpecimen","Brassicaceae","Turritis glabra","Arabis glabra var. glabra",NA,"Arabis","","glabra",NA,"var.",NA,"glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Adolf Ceska","5606","",29,5,1981,"29/05/1981","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.666667",-124.416667,"Y","","","","Source",""
