scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,genus,species,subspecies,nameStatus
Vinca major,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,Vinceae,,,SNA (2019),unknown,GNR,Vinca major,53326,sna,unknown,NA,FALSE,not-listed,NA,NA,53326,Vinca major,,Vinca,major,,accepted
Viola adunca,Sm.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,S5 (2015),unknown,G5T5,Viola adunca,53328,s5,unknown,NA,FALSE,yellow,NA,NA,53328,Viola adunca,,Viola,adunca,,accepted
Viola adunca var. adunca,Sm.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,S5 (2019); S5 (2015),,,Viola adunca,53328,s5,,NA,FALSE,yellow,NA,NA,53328,Viola adunca,,Viola,adunca,,unaccepted
Viola odorata,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,SNA (2019),unknown,GNR,Viola odorata,55845,sna,unknown,NA,FALSE,not-listed,NA,NA,55845,Viola odorata,,Viola,odorata,,accepted
Vitula serratilineella,Ragonot,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Phycitinae,Phycitini,,,SNR (2017),unknown,GNR,Vitula serratilineella,424007,snr,unknown,NA,FALSE,not-listed,NA,NA,424007,Vitula serratilineella,,Vitula,serratilineella,,accepted
Xestia mustelina,Smith,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,,,S3S5 (2017),unknown,GNR,Xestia mustelina,233795,s3s5,unknown,NA,FALSE,blue,NA,NA,233795,Xestia mustelina,,Xestia,mustelina,,accepted
Xestia smithii,Snellen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,,,S4S5 (2017),unknown,G5,Xestia smithii,81679,s4s5,unknown,NA,FALSE,yellow,NA,NA,81679,Xestia smithii,,Xestia,smithii,,accepted
Xestia xanthographa,Denis & Schiffermüller,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,,,SNA (2017),unknown,GNR,Xestia xanthographa,48162,sna,unknown,NA,FALSE,not-listed,NA,NA,48162,Xestia xanthographa,,Xestia,xanthographa,,accepted
Xiphister mucosus,Girard,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Zoarcoidei,,Stichaeidae,Xiphisterinae,,,,SNR,unknown,GNR,Xiphister mucosus,67628,snr,unknown,NA,FALSE,not-listed,NA,NA,67628,Xiphister mucosus,,Xiphister,mucosus,,accepted
Xylaria polymorpha,(Pers.) Grev.,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,,,SNR,unknown,GNR,Xylaria polymorpha,58698,snr,unknown,NA,FALSE,not-listed,NA,NA,58698,Xylaria polymorpha,,Xylaria,polymorpha,,accepted
Xylomoia indirecta,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,,,S4S5 (2017),unknown,GNR,Xylomoia indirecta,452619,s4s5,unknown,NA,FALSE,yellow,NA,NA,452619,Xylomoia indirecta,,Xylomoia,indirecta,,accepted
Xylotrechus longitarsus,Casey,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,Cerambycinae,,,,genus is in CDC records,unknown,GNR,Xylotrechus undulatus,233866,NA,unknown,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Zale minerea,Guenée,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,Omopterini,,,S4 (2017),unknown,G5,Zale minerea,205300,s4,unknown,NA,FALSE,yellow,NA,NA,205300,Zale minerea,,Zale,minerea,,accepted
Zanclognatha jacchusalis,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Herminiinae,,,,S5 (2017),unknown,G5,Zanclognatha jacchusalis,133625,s5,unknown,NA,FALSE,yellow,NA,NA,133625,Zanclognatha jacchusalis,,Zanclognatha,jacchusalis,,accepted
Zotheca tranquilla,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,,,S4S5 (2017),unknown,GNR,Zotheca tranquilla,234019,s4s5,unknown,NA,FALSE,yellow,NA,NA,234019,Zotheca tranquilla,,Zotheca,tranquilla,,accepted
Abies lasiocarpa,(Hooker) Nuttall,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,Abietoideae,,,,S5 (2015),unknown,G5,Abies lasiocarpa,75241,s5,unknown,NA,FALSE,yellow,NA,NA,75241,Abies lasiocarpa,,Abies,lasiocarpa,,accepted
Acanthis flammea,L.,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,S4 (2015),unknown,G5,Acanthis flammea,145300,s4,unknown,NA,FALSE,yellow,winter,FALSE,145300,Acanthis flammea,,Acanthis,flammea,,accepted
Acanthocinus obliquus,LaConte,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,Acanthocinini,,,S4S5 (2017),unknown,GNR,Acanthocinus obliquus,,s4s5,unknown,NA,FALSE,yellow,NA,NA,321452,Acanthocinus obliquus,Cucujiformia,Acanthocinus,obliquus,,accepted
Accipiter gentilis ssp. laingi,,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,S2,Threatened,G5T2,Astur atricapillus laingi,,s2,threatened,threatened,FALSE,red,permanent,FALSE,1583098,Astur atricapillus laingi,,Astur,atricapillus,Astur atricapillus laingi,unaccepted
Acer glabrum douglasii,Torr.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,Acer glabrum douglasii,S5 (2019),,,Acer glabrum,63078,s5,,NA,FALSE,yellow,NA,NA,181694,Acer glabrum douglasii,,Acer,glabrum,,accepted
Acleris nivisellana,Walsingham,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Tortricini,,,SNR (2017),unknown,GNR,Acleris nivisellana,212345,snr,unknown,NA,FALSE,not-listed,NA,NA,212345,Acleris nivisellana,,Acleris,nivisellana,,accepted
Acronicta cyanescens,Hampson,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,,,S4S5 (2017),unknown,GNR,Acronicta cyanescens,,s4s5,unknown,NA,FALSE,yellow,NA,NA,212424,Acronicta cyanescens,,Acronicta,cyanescens,,accepted
Acronicta dactylina,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,,,S4S5 (2017),unknown,G5,Acronicta insita,1063932,s4s5,unknown,NA,FALSE,yellow,NA,NA,1063932,Acronicta insita,,Acronicta,insita,,unaccepted
Acronicta insita,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,,,not  in CDC records,,,Acronicta insita,1063932,NA,,NA,FALSE,NA,NA,NA,1063932,Acronicta insita,,Acronicta,insita,,accepted
Actaea rubra,(Alton) Willd.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Actaeeae,,,S5 (2019),unknown,G5,Actaea rubra,49870,s5,unknown,NA,FALSE,yellow,NA,NA,49870,Actaea rubra,,Actaea,rubra,,accepted
Adela septentrionella,Walsingham,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Adeloidea,Adelidae,Adelinae,,,,SNR (2017),unknown,GNR,Adela septentrionella,317689,snr,unknown,NA,FALSE,not-listed,NA,NA,317689,Adela septentrionella,,Adela,septentrionella,,accepted
Adenocaulon bicolor,Hook.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Mutisioideae,Mutisieae,,,S5 (2015),unknown,G5,Adenocaulon bicolor,56854,s5,unknown,NA,FALSE,yellow,NA,NA,56854,Adenocaulon bicolor,,Adenocaulon,bicolor,,accepted
Aegolius acadicus ssp. brooksi,Gmelin,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,"S5B,S5N (2009)",unknown,G5,Aegolius acadicus,20356,"s5b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,236912,Aegolius acadicus brooksi,,Aegolius,acadicus,Aegolius acadicus brooksi,accepted
Aegopodium podagraria,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Careae,,,SNA (2019),unknown,GNR,Aegopodium podagraria,51741,sna,unknown,NA,FALSE,not-listed,NA,NA,51741,Aegopodium podagraria,,Aegopodium,podagraria,,accepted
Aeronautes saxatalis,Woodhouise,Animalia,Chordata,Vertebrata,,Aves,,,Apodiformes,,,Apodidae,,,,,S3S4B,unknown,G5,Aeronautes saxatalis,,s3s4b,unknown,NA,FALSE,blue,accidental,FALSE,6553,Aeronautes saxatalis,,Aeronautes,saxatalis,,accepted
Aeshna interrupta,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,S5 (2015),unknown,G5,Aeshna interrupta,67725,s5,unknown,NA,FALSE,yellow,NA,NA,67725,Aeshna interrupta,,Aeshna,interrupta,,accepted
Agapetus taho,Ross,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Agapetinae,,,,SU (2016),unknown,G4,Agapetus taho,,su,unknown,NA,FALSE,undetermined,NA,NA,212689,Agapetus taho,,Agapetus,taho,,accepted
Agelaius phoeniceus,L.,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,"S5B,S5N (2015)",unknown,G5,Agelaius phoeniceus,9744,"s5b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,9744,Agelaius phoeniceus,,Agelaius,phoeniceus,,accepted
Agoliinus guttatus,Eschscholtz,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Aphodiinae,Aphodiini,,,SNR,unknown,G5,Agoliinus guttatus,,snr,unknown,NA,FALSE,not-listed,NA,NA,457254,Agoliinus guttatus,Scarabaeiformia,Agoliinus,guttatus,,accepted
Agriotes criddlei,Van Dyke,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,Agriotini,,,SU (2017),unknown,G5,Agriotes criddlei,,su,unknown,NA,FALSE,undetermined,NA,NA,212844,Agriotes criddlei,Elateriformia,Agriotes,criddlei,,accepted
Agrotis vancouverensis,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,,,S4S5 (2017),unknown,G5,Agrotis vancouverensis,212878,s4s5,unknown,NA,FALSE,yellow,NA,NA,212878,Agrotis vancouverensis,,Agrotis,vancouverensis,,accepted
Airora aequalis,Kohout,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cleroidea,Trogossitidae,Trogossitinae,,,,SU (2017),unknown,GNR,Airora aequalis,,su,unknown,NA,FALSE,undetermined,NA,NA,172824,Airora aequalis,Cucujiformia,Airora,aequalis,,accepted
Aix sponsa,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S4B,S4N (2015)",unknown,G5,Aix sponsa,7107,"s4b,s4n",unknown,NA,FALSE,yellow,permanent,FALSE,7107,Aix sponsa,,Aix,sponsa,,accepted
Ajuga reptans,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,,,SNA (2001),unknown,GNR,Ajuga reptans,56099,sna,unknown,NA,FALSE,not-listed,NA,NA,56099,Ajuga reptans,,Ajuga,reptans,,accepted
Alces alces,"Linnaeus, 1758",Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,Alceini,,,S5 (2015),unknown,G5,Alces alces,,s5,unknown,NA,FALSE,yellow,NA,NA,522193,Alces alces,,Alces,alces,,accepted
Aleuria aurantia,(Pers.) Fuckel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,,,SNR,unknown,GNR,Aleuria aurantia,48716,snr,unknown,NA,FALSE,not-listed,NA,NA,48716,Aleuria aurantia,,Aleuria,aurantia,,accepted
Allogona townsendiana,W.G. Binney,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Polygyridae,Triodopsinae,Allogonini,,,S2 (2015),Endangered,G3G4,Allogona townsendiana,,s2,endangered,endangered,FALSE,red,NA,NA,127602,Allogona townsendiana,Helicoidei,Allogona,townsendiana,,accepted
Alnus rubra,Bong.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,,,S5 (2015) ; S5 (2015),unknown,G5,Alnus rubra,56034,s5,unknown,NA,FALSE,yellow,NA,NA,56034,Alnus rubra,,Alnus,rubra,,accepted
Amandinea punctata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,Caliciaceae,,,,,S5,unknown,G5,Amandinea punctata,,s5,unknown,NA,FALSE,yellow,NA,NA,155082,Amandinea punctata,,Amandinea,punctata,,accepted
Ammodytes hexapterus,Pallas,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Labriformes,Uranoscopoidei,,Ammodytidae,,,,,SNR,unknown,G5,Ammodytes hexapterus,,snr,unknown,NA,FALSE,not-listed,NA,NA,130238,Ammodytes hexapterus,,Ammodytes,hexapterus,,accepted
Ammospiza nelsoni,Allen,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,,,S2B,Not at Risk,G5,Ammospiza nelsoni,,s2b,not at risk,NA,FALSE,red,accidental,FALSE,793286,Ammospiza nelsoni,,Ammospiza,nelsoni,,accepted
Amphilectus digitatus,Koltun,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,,,SNR,unknown,GNR,Amphilectus digitatus,,snr,unknown,NA,FALSE,not-listed,NA,NA,459874,Amphilectus digitatus,,Amphilectus,digitatus,,accepted
Amphipyra pyramidoides,Guenée,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Amphipyrinae,Amphipyrini,,,S4S5 (2017),unknown,G5,Amphipyra pyramidoides,119340,s4s5,unknown,NA,FALSE,yellow,NA,NA,119340,Amphipyra pyramidoides,,Amphipyra,pyramidoides,,accepted
Anania hortulata,Linnaeus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Pyraustinae,Pyraustini,,,SNA (2019),unknown,GNR,Anania hortulata,55638,sna,unknown,NA,FALSE,not-listed,NA,NA,55638,Anania hortulata,,Anania,hortulata,,accepted
Anaplectoides prasina,Denis & Schiffermüller,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,,,S4S5 (2017),unknown,G5,Anaplectoides prasina,213514,s4s5,unknown,NA,FALSE,yellow,NA,NA,213514,Anaplectoides prasina,,Anaplectoides,prasina,,accepted
Anas acuta,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S4B,S5N (2015)",unknown,G5,Anas acuta,6933,"s4b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,6933,Anas acuta,,Anas,acuta,,accepted
Anas crecca,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S5B,S5N (2015)",unknown,G5,Anas crecca,6937,"s5b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,6937,Anas crecca,,Anas,crecca,,accepted
Anas platyrhynchos,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,"S5B,S5N (2015)",unknown,G5,Anas platyrhynchos,6930,"s5b,s5n",unknown,NA,FALSE,yellow,permanent,FALSE,6930,Anas platyrhynchos,,Anas,platyrhynchos,,accepted
Anas rubripes,Brewster,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,SNA,unknown,G5,Anas rubripes,,sna,unknown,NA,FALSE,not-listed,accidental,FALSE,6924,Anas rubripes,,Anas,rubripes,,accepted
Anax junius,(Drury),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Aeshnoidea,Aeshnidae,,,,,S4 (2015),unknown,G5,Anax junius,67731,s4,unknown,NA,FALSE,yellow,NA,NA,67731,Anax junius,,Anax,junius,,accepted
Ancotrema sportella,Gould,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Haplotrematoidea,Haplotrematidae,,,,,S4S5,unknown,G5,Ancotrema sportella,213555,s4s5,unknown,NA,FALSE,yellow,NA,NA,213555,Ancotrema sportella,Oleacinoidei,Ancotrema,sportella,,accepted
Andrena prunorum,Cockerell,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrenini,,,S5 (2016),unknown,G5,Andrena prunorum,57667,s5,unknown,NA,FALSE,yellow,NA,NA,57667,Andrena prunorum,Aculeata,Andrena,prunorum,,accepted
Andropolia aedon,Grote,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,,,S5 (2016),unknown,GNR,Andropolia aedon,213602,s5,unknown,NA,FALSE,yellow,NA,NA,213602,Andropolia aedon,,Andropolia,aedon,,accepted
Angelica lucida,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,,,S5 (2015),unknown,G5,Angelica lucida,75453,s5,unknown,NA,FALSE,yellow,NA,NA,75453,Angelica lucida,,Angelica,lucida,,accepted
Anisocarpus madioides,Nutt.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,,,S5 (2019),unknown,G5,Anisocarpus madioides,53137,s5,unknown,NA,FALSE,yellow,NA,NA,53137,Anisocarpus madioides,,Anisocarpus,madioides,,accepted
Anser albifrons,Scopoli,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,S4M (2015),unknown,G5,Anser albifrons,7019,s4m,unknown,NA,FALSE,yellow,passage migrant,FALSE,7019,Anser albifrons,,Anser,albifrons,,accepted
Anser caerulescens,L.,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,S4M (2015),unknown,G5,Anser caerulescens,558426,s4m,unknown,NA,FALSE,yellow,passage migrant,FALSE,558426,Anser caerulescens,,Anser,caerulescens,,accepted
Anser canagicus,Sevastianov,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,SNA (2015); SNA,unknown,G3G4,Anser canagicus,558425,sna,unknown,NA,FALSE,not-listed,accidental,FALSE,558425,Anser canagicus,,Anser,canagicus,,accepted
Antennaria parvifolia,Nutt.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,,,S5 (2015),unknown,G5,Antennaria parvifolia,,s5,unknown,NA,FALSE,yellow,NA,NA,158414,Antennaria parvifolia,,Antennaria,parvifolia,,accepted
Antennaria rosea pulvinata,Greene ; Greene,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,,,S4S5 (2016) ; SNR (2015) ; SNR (2015),unknown,G5T5; G5,Antennaria rosea pulvinata; Antennaria rosea,53096,"s4s5,snr",unknown,NA,FALSE,yellow,NA,NA,234288,Antennaria rosea pulvinata,,Antennaria,rosea,Antennaria rosea pulvinata,accepted
Anthemis cotula,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,,,SNA (2001),unknown,G5,Anthemis cotula,,sna,unknown,NA,FALSE,not-listed,NA,NA,52841,Anthemis cotula,,Anthemis,cotula,,accepted
Anthidium manicatum,Linnaeus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Megachilidae,Megachilinae,Anthidiini,,,SNA (2016),unknown,G5,Anthidium manicatum,62453,sna,unknown,NA,FALSE,not-listed,NA,NA,62453,Anthidium manicatum,Aculeata,Anthidium,manicatum,,accepted
Anthrenus verbasci,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Megatominae,Anthrenini,,,SNA (2017),unknown,GNR,Anthrenus verbasci,120113,sna,unknown,NA,FALSE,not-listed,NA,NA,120113,Anthrenus verbasci,Bostrichiformia,Anthrenus,verbasci,,accepted
Anticlea vasiliata,Gn.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Larentiini,,,S4S5 (2017),unknown,G5,Anticlea vasiliata,215211,s4s5,unknown,NA,FALSE,yellow,NA,NA,215211,Anticlea vasiliata,,Anticlea,vasiliata,,accepted
Antigone canadensis,L.,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Gruidae,,,,,S4B (2018),Not at Risk,G5,Antigone canadensis,508048,s4b,not at risk,NA,FALSE,yellow,passage migrant,FALSE,508048,Antigone canadensis,,Antigone,canadensis,,accepted
Apamea amputatrix,Fitch,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,,,S4S5 (2017),unknown,G5,Apamea amputatrix,213826,s4s5,unknown,NA,FALSE,yellow,NA,NA,213826,Apamea amputatrix,,Apamea,amputatrix,,accepted
Aphelocoma californica,Vigors,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,SUB (2015),unknown,G5,Aphelocoma californica,506118,sub,unknown,NA,FALSE,undetermined,accidental,FALSE,506118,Aphelocoma californica,,Aphelocoma,californica,,accepted
Aphomia sociella,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Pyralidae,Galleriinae,Tirathabini,,,not in CDC records,unknown,GNR,Aphomia sociella,129572,NA,unknown,NA,FALSE,NA,NA,NA,129572,Aphomia sociella,,Aphomia,sociella,,accepted
Apioperdon pyriforme,(Schaeffer) Vizzini,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,not in CDC records,unknown,GNR,Apioperdon pyriforme,972793,NA,unknown,NA,FALSE,NA,NA,NA,972793,Apioperdon pyriforme,,Apioperdon,pyriforme,,accepted
Apis mellifera,Linnaeus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Apidae,Apinae,Apini,,,SNA (2016),unknown,GNR,Apis mellifera,47219,sna,unknown,NA,FALSE,not-listed,NA,NA,47219,Apis mellifera,Aculeata,Apis,mellifera,,accepted
Apodichthys fucorum,Jordan & Gilbert,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Zoarcoidei,,Pholidae,Apodichthyinae,,,,SNR,unknown,GNR,Apodichthys fucorum,,snr,unknown,NA,FALSE,not-listed,NA,NA,67406,Apodichthys fucorum,,Apodichthys,fucorum,,accepted
Apteroloma caraboides,(Fall),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Agyrtidae,Pterolomatinae,,,,S3S5 (2017),unknown,GNR,Apteroloma caraboides,,s3s5,unknown,NA,FALSE,blue,NA,NA,455075,Apteroloma caraboides,Staphyliniformia,Apteroloma,caraboides,,accepted
Aquila chrysaetos,L.,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Aquilinae,,,,S4S5 (2015),Not at Risk,G5,Aquila chrysaetos,5074,s4s5,not at risk,NA,FALSE,yellow,permanent,FALSE,5074,Aquila chrysaetos,,Aquila,chrysaetos,,accepted
Aquilegia vulgaris,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,,,SNA (2019),unknown,GNR,Aquilegia vulgaris,51807,sna,unknown,NA,FALSE,not-listed,NA,NA,51807,Aquilegia vulgaris,,Aquilegia,vulgaris,,accepted
Arabidopsis lyrata kamchatica,(Fisch. ex DC.) K. Shimizu & Kudoh,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Arabidopsideae,,,S4 (2001,unknown,G5T5,Arabidopsis lyrata kamchatica,,s4,unknown,NA,FALSE,yellow,NA,NA,333497,Arabidopsis lyrata kamchatica,,Arabidopsis,lyrata,Arabidopsis lyrata kamchatica,accepted
Araneus diadematus,Clerck,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,SNA,unknown,GNR,Araneus diadematus,52628,sna,unknown,NA,FALSE,not-listed,NA,NA,52628,Araneus diadematus,Entelegynae,Araneus,diadematus,,accepted
Archips rosana,Linnaeus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,Archipini,,,SNA (2017),unknown,GNR,Archips rosana,214086,sna,unknown,NA,FALSE,not-listed,NA,NA,214086,Archips rosana,,Archips,rosana,,accepted
Ardea alba,L.,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,SNA,unknown,G5,Ardea alba,144455,sna,unknown,NA,FALSE,not-listed,accidental,FALSE,144455,Ardea alba,,Ardea,alba,,accepted
Argentina anserina anserina,(L.) Rydb.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,,,S5 (2000),,,Argentina anserina,158615,s5,,NA,FALSE,yellow,NA,NA,956481,Argentina anserina anserina,,Argentina,anserina,Argentina anserina anserina,accepted
