"scientificName","taxonID","institutionCode","collectionCode","catalogNumber","occurrenceID","materialSampleID","references","recordedBy","recordNumber","gbifID","fieldNumber","eventDate","locality","coordinateUncertaintyInMeters","habitat","verbatimDepth","samplingProtocol","occurrenceRemarks","individualCount","identifiedBy","iNaturalistTaxonId","iNaturalistTaxonName","decimalLatitude","decimalLongitude","dataset"
Paralia sulcata,203738,Hakai,,,Hakai_phyto_QU39_2020-10-30_5m_5,,,,,4880023832,,2020-10-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203738,Paralia sulcata,50.0307,-125.0992,
Paralia sulcata,203738,,,,MGYA00591331_Eukaryota::Bacillariophyta:Coscinodiscophyceae:Paraliales:Paraliaceae:Paralia:Paralia_sulcata,https://www.ebi.ac.uk/metagenomics/samples/SRS2340122,,,,3910329506,,2012-08-27,"Saanich Inlet, Vancouver Island, BC",,,,,,,,203738,Paralia sulcata,48.35,-123.3,
Paralia sulcata,203738,MBA,,250AT-5-101,urn:catalog:MBA:CPR:250AT-5-101,,,,,3496831894,250AT,2018-04-14,,,,,,,15000,,203738,Paralia sulcata,48.563,-124.878,4
Paralia sulcata,203738,MBA,,268AT-5-101,urn:catalog:MBA:CPR:268AT-5-101,,,,,3496818967,268AT,2019-04-11,,,,,,,,,203738,Paralia sulcata,48.553,-124.847,4
Paralia sulcata,203738,MBA,,253AT-5-101,urn:catalog:MBA:CPR:253AT-5-101,,,,,3496653924,253AT,2018-05-17,,,,,,,15000,,203738,Paralia sulcata,48.543,-124.823,4
Paralia sulcata,203738,iNaturalist,,4873115,https://www.inaturalist.org/observations/4873115,,,"Mark Webber",,,,2006-01-15,,,,,,,,,203738,Paralia sulcata,48.99472,-123.586063,1
Paralia sulcata,203738,iNaturalist,,142604810,https://www.inaturalist.org/observations/142604810,,,"Mark Webber","WL-Box-11-stb 2",,,2021-03-07,,,,,,,,,203738,Paralia sulcata,48.895767,-123.400965,1
Paralia sulcata,203738,iNaturalist,,189407891,https://www.inaturalist.org/observations/189407891,,,"Mark Webber",,,,2021-03-07,,,,,,,,,203738,Paralia sulcata,48.900789,-123.408079,1
Parlibellus berkeleyi,,BBM,UBC,A032617,039FF961-15F2-9642-BB04-017E1A4AA8D1,,,"M. Chihara;P. Chamut","18095",1987718214,,1968-04-16,"Glacier point, Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.383333,-123.983333,5
Parlibellus berkeleyi,,BBM,UBC,A032655,115279DE-2407-0F4F-BA66-8570BAA11A7A,,,"M. Chihara;P. Chamut","17826",1987712476,,1968-03-22,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.35,-123.716667,5
Parlibellus berkeleyi,,BBM,UBC,A035058,1C4F1142-24DC-9E4C-8B4A-BCAA4EC13A0A,,,"Danny R. Pace;B. Baillie;P. G. Harrison","20172",1987712087,,1968-07-24,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.35,-123.716667,5
Parlibellus berkeleyi,,BBM,UBC,A032399,201135F3-928D-D241-9E68-9F93C7DCC6BA,,,"Patrick Chamut;M. Chihara","18068",1987708357,,1968-04-16,"Glacier point, Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.383333,-123.983333,5
Parlibellus berkeleyi,,BBM,UBC,A034009,3AB2E765-557F-EB47-8A51-3C351D434113,,,"Patrick Chamut;K. Baillie;B. Baillie;D. R. Pace;P. G. Harrison","19088",1987700653,,1968-06-11,"Point No Point, south coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.383333,-123.983333,5
Parlibellus berkeleyi,,BBM,UBC,A033651,3E244E53-7388-FB41-9B7E-D5FFE6DBCBAF,,,"Ken Baillie;P. G. Harrison","18901",1987699455,,1968-05-28,"S. Gulf Islands, Discovery Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.416667,-123.233333,5
Parlibellus berkeleyi,,BBM,UBC,A034694,60150746-7718-8544-BDB1-9379F8C18FDE,,,"M. Chihara;D. R. Pace;B. Baillie","19798",1987689818,,1968-07-10,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.35,-123.716667,5
Parlibellus berkeleyi,,BBM,UBC,A033239,859CC671-78F4-3F4B-88BB-ACB72BAFC420,,,"Patrick Chamut;K. Baillie;B. Baillie;D. R. Pace;P. G. Harrison","18569",1987678708,,1968-05-15,"S. Gulf Islands, Discovery Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.416667,-123.233333,5
Parlibellus berkeleyi,,BBM,UBC,A028912,8D59CC3E-22C5-A04B-A735-2E105B8DB98D,,,"Gordon Robin South","700",1987677009,,1967-04-28,"S. Gulf Islands, Lock Bay, Gabriola Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,49.183333,-123.8,5
Parlibellus berkeleyi,,BBM,UBC,A028499,9BFA5227-BACF-EA45-A974-C3ED7A86D382,,,"Gordon Robin South","466",1987672630,,1967-03-31,"S. Gulf Islands, Gabriola Passage, Gabriola Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,49.133333,-123.7,5
Parlibellus berkeleyi,,BBM,UBC,A033241,ABF4C553-266F-0043-91E3-5FDE69AA94F5,,,"Patrick Chamut;K. Baillie;B. Baillie;D. R. Pace;P. G. Harrison","18538",1987668444,,1968-05-14,"Point No Point, south coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.383333,-123.983333,5
Parlibellus berkeleyi,,BBM,UBC,A030506,B8DEA2F3-6DF9-8D41-A067-1C3861134AA4,,,"Ken Baillie;P. Chamut","16304",1987662793,,1967-07-20,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.35,-123.716667,5
Parlibellus berkeleyi,,BBM,UBC,A031449,D1D753E9-A81E-9A44-B5DE-A81F0E47CAAD,,,"Patrick Chamut;K. Baillie","16413",1987656653,,1967-07-21,"Point No Point, south coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.383333,-123.983333,5
Parlibellus berkeleyi,,BBM,UBC,A028504,D91AFE57-9CDA-BD41-87A2-D113514D4783,,,"Gordon Robin South","417",1987654521,,1967-03-30,"S. Gulf Islands, Lock Bay, Gabriola Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,49.183333,-123.8,5
Parlibellus berkeleyi,,BBM,UBC,A039544,D932BBA3-1E79-4C4C-9814-4C4A4BCB0A66,,,"J. R. Anderson","s.n.",1987654349,,1897-05-21,"Oak Bay, east of Victoria, Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.433333,-123.3,5
Parlibellus berkeleyi,,BBM,UBC,A012157,DD62CFEF-9D25-7C4C-94BC-51531EEAD7DD,,,"Tom B. Widdowson","3827",1987653215,,1960-02-22,"Muir point, Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.366667,-123.75,5
Parlibellus berkeleyi,,BBM,UBC,A033420,F00D7639-0B26-1D4C-8496-57545086C1F5,,,"Patrick Chamut;D. R. Pace","18761",1987647346,,1968-05-26,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,48.35,-123.716667,5
Parlibellus berkeleyi,,BBM,UBC,A028503,FCE44C54-BC86-BC4D-BD2F-3C7229F12173,,,"Gordon Robin South","453",1987646640,,1967-03-31,"S. Gulf Islands, Gabriola Passage, Gabriola Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,49.133333,-123.7,5
Parlibellus berkeleyi,,BBM,UBC,A028502,FF6C9108-5028-7D4D-B1AD-E255BAC621DE,,,"Gordon Robin South","404",1987643049,,1967-03-30,"S. Gulf Islands, Lock Bay, Gabriola Island",,,,,,,Chris Lobban 28/feb. /84,1599376,Parlibellus berkeleyi,49.183333,-123.8,5
Parlibellus delognei,1465270,BBM,UBC,A033418,BD51859F-EEAE-AB40-8EF7-871B2A1AA7B4,,,"Ken Baillie;B. Baillie;P. G. Harrison","18706",1987661862,,1968-05-26,"Whiffin spit, west coast of Vancouver Island",,,,,,,Chris Lobban 28/feb. /84,1465269,Parlibellus delognei,48.35,-123.716667,5
Parlibellus delognei,1465270,iNaturalist,,256407711,https://www.inaturalist.org/observations/256407711,,,"Mark Webber","WL-Box 33-B Stub-GB_006-1",,,2020-08-04,,,,,,,,,1465269,Parlibellus delognei,48.900716,-123.407716,1
Parlibellus delognei,1465270,iNaturalist,,257181214,https://www.inaturalist.org/observations/257181214,,,"Mark Webber","WL-Box 33-B Stub-GB_008-1",,,2023-05-26,,,,,,,,,1465269,Parlibellus delognei,48.939142,-123.502321,1
Parlibellus delognei,1465270,iNaturalist,,259026607,https://www.inaturalist.org/observations/259026607,,,"Mark Webber",,,,2024-07-24,,,,,,,,,1465269,Parlibellus delognei,48.646621,-123.340437,1
Parlibellus delognei,1465270,,,,Z2021-18S:ASV129,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1465269,Parlibellus delognei,48.900714,-123.407906,3
Parlibellus delognei,1465270,,,,Z2021-18S:ASV339,,,"Mark Webber, Siobhan Schenck & Arjan van Asselt",,,,2021-03-07,"Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')",50,,,,,,,1465269,Parlibellus delognei,48.900714,-123.407906,3
Parlibellus delognei f. ellipticus,,,,,GBB2023-001-03-rbcL:ASV18,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-006-03-rbcL:ASV18,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-008-03-rbcL:ASV18,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-009-03-rbcL:ASV18,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-011-03-rbcL:ASV18,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-018-03-rbcL:ASV18,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-019-03-rbcL:ASV18,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-022-03-rbcL:ASV18,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-027-03-rbcL:ASV18,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-124-03-rbcL:ASV18,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-161-03-rbcL:ASV18,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-172-03-rbcL:ASV18,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-173-03-rbcL:ASV18,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-001-03-rbcL:ASV75,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-006-03-rbcL:ASV75,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-008-03-rbcL:ASV75,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-009-03-rbcL:ASV75,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-011-03-rbcL:ASV75,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-018-03-rbcL:ASV75,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-019-03-rbcL:ASV75,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-022-03-rbcL:ASV75,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-027-03-rbcL:ASV75,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-124-03-rbcL:ASV75,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-161-03-rbcL:ASV75,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-172-03-rbcL:ASV75,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-173-03-rbcL:ASV75,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-001-03-rbcL:ASV296,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-006-03-rbcL:ASV296,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-008-03-rbcL:ASV296,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-009-03-rbcL:ASV296,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-011-03-rbcL:ASV296,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-018-03-rbcL:ASV296,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-019-03-rbcL:ASV296,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-022-03-rbcL:ASV296,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-027-03-rbcL:ASV296,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-124-03-rbcL:ASV296,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-161-03-rbcL:ASV296,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-172-03-rbcL:ASV296,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-173-03-rbcL:ASV296,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-001-03-rbcL:ASV377,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-006-03-rbcL:ASV377,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-008-03-rbcL:ASV377,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-009-03-rbcL:ASV377,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-011-03-rbcL:ASV377,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-018-03-rbcL:ASV377,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-019-03-rbcL:ASV377,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-022-03-rbcL:ASV377,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-027-03-rbcL:ASV377,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,1465270,Parlibellus delognei ellipticus,48.940726,-123.501877,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-124-03-rbcL:ASV377,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-161-03-rbcL:ASV377,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-172-03-rbcL:ASV377,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,,GBB2023-173-03-rbcL:ASV377,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,1465270,Parlibellus delognei ellipticus,48.995588,-123.586078,2
Parlibellus delognei f. ellipticus,,,,SEH082,JX905787,,https://www.ebi.ac.uk/ena/browser/view/JX905787,"Sarah E. Hamsher, Bridgette Clarkston, Daniel C. McDevit, K. Roy",,3347198678,,2007-05-25,"British Columbia, Otter Point, near Sooke, Vancouver Island",,,,,"Parlibellus delognei f. ellipticus voucher SEH082 28S ribosomal RNA gene, partial sequence.",,Sarah E. Hamsher,1465270,Parlibellus delognei ellipticus,48.36,-123.81,
