Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time,Common name,Island
Pododesmus macrochisma,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,green false-jingle,Saturna Island
Pododesmus macrochisma,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,some,open,43,36,green false-jingle,Mayne Island
Polyorchis penicillatus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,red-eye medusa,Mayne Island
Psolus chitonoides,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,creeping pedal sea cucumber,Pender Island
Psolus chitonoides,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,creeping pedal sea cucumber,Samuel Island
Psolus chitonoides,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,creeping pedal sea cucumber,Saturna Island
Pterygophora californica,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,old growth kelp,Pender Island
Pterygophora californica,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,old growth kelp,Samuel Island
Pterygophora californica,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,some,open,31,34,old growth kelp,Saturna Island
Pterygophora californica,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,old growth kelp,Mayne Island
Ptilosarcus gurneyi,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,43,53,orange sea pen,Galiano Island
Ptilosarcus gurneyi,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,orange sea pen,Galiano Island
Ptilosarcus gurneyi,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,few,open,55,45,orange sea pen,Mayne Island
Ptilosarcus gurneyi,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,few,open,46,45,orange sea pen,Prevost Island
Ptilosarcus gurneyi,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,orange sea pen,Mayne Island
Ptilosarcus gurneyi,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,orange sea pen,Mayne Island
Ptilosarcus gurneyi,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,orange sea pen,Samuel Island
Ptilosarcus gurneyi,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,orange sea pen,Saturna Island
Ptilosarcus gurneyi,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,very many,open,47,51,orange sea pen,Mayne Island
Ptilosarcus gurneyi,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,very many,open,60,60,orange sea pen,Mayne Island
Ptilosarcus gurneyi,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,very many,open,48,50,orange sea pen,Mayne Island
Pugettia gracilis,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,many,open,45,3,graceful kelp crab,Pender Island
Pugettia gracilis,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,graceful kelp crab,Galiano Island
Pugettia producta,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,72,33,northern kelp crab,Galiano Island
Pugettia producta,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,1,open,55,45,northern kelp crab,Mayne Island
Pugettia producta,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,very many,open,33,53,northern kelp crab,Galiano Island
Pugettia producta,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,northern kelp crab,Mayne Island
Pugettia producta,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,northern kelp crab,Mayne Island
Pycnopodia helianthoides,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,1,open,72,33,sunflower star,Galiano Island
Pycnopodia helianthoides,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,14,sunflower star,Mayne Island
Pycnopodia helianthoides,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,1,open,50,43,sunflower star,Mayne Island
Pycnopodia helianthoides,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,sunflower star,Mayne Island
Pycnopodia helianthoides,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,1,open,47,44,sunflower star,Galiano Island
Pycnopodia helianthoides,2019-05-04T12:39:00,diameter,St. John Point,48.81285,-123.22778,1,open,43,36,sunflower star,Mayne Island
Pyura haustor,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,warty tunicate,Pender Island
Rhinogobiops nicholsii,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,blackeye goby,Galiano Island
Rhinogobiops nicholsii,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,43,53,blackeye goby,Galiano Island
Rhinogobiops nicholsii,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,very many,open,47,53,blackeye goby,Galiano Island
Rhinogobiops nicholsii,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,very many,open,60,60,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,very many,open,55,45,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,abundant,open,42,42,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,blackeye goby,Pender Island
Rhinogobiops nicholsii,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,43,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,blackeye goby,Prevost Island
Rhinogobiops nicholsii,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,very many,open,46,45,blackeye goby,Prevost Island
Rhinogobiops nicholsii,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,blackeye goby,Prevost Island
Rhinogobiops nicholsii,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,blackeye goby,Samuel Island
Rhinogobiops nicholsii,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,blackeye goby,Galiano Island
Rhinogobiops nicholsii,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,blackeye goby,Galiano Island
Rhinogobiops nicholsii,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,blackeye goby,Saturna Island
Rhinogobiops nicholsii,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,abundant,open,47,51,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,abundant,open,60,60,blackeye goby,Mayne Island
Rhinogobiops nicholsii,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,few,open,48,50,blackeye goby,Mayne Island
Ronquilus jordani,2019-05-05T12:00:00,,Bennett Bay,48.86167,-123.24667,few,open,60,60,northern ronquil,Mayne Island
Ronquilus jordani,2019-05-04T09:45:00,questioning the abundance on this one Andy,Campbell Bay,48.85833,-123.26833,very many,open,55,45,northern ronquil,Mayne Island
Ronquilus jordani,2019-05-04T12:53:00,questioning abundance on this one again Andy,"Edith Point, inside",48.855,-123.25,very many,open,50,43,northern ronquil,Mayne Island
Ronquilus jordani,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,1,open,77,50,northern ronquil,Mayne Island
Ronquilus jordani,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,northern ronquil,Mayne Island
Ronquilus jordani,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,1,open,49,60,northern ronquil,Galiano Island
Ronquilus jordani,2019-05-04T12:00:00,well Andy - that's 2 divers with these quantities but I think they mea,Walker Rock,48.92833,-123.50483,very many,open,60,60,northern ronquil,Mayne Island
Saccharina latissima,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,sugar wrack kelp,Galiano Island
Saccharina latissima,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,sugar wrack kelp,Pender Island
Saccharina latissima,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,sugar wrack kelp,Mayne Island
Saccharina latissima,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,sugar wrack kelp,Mayne Island
Sarcodiotheca gaudichaudii,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,some,open,31,34,succulent seaweed,Saturna Island
Sargassum muticum,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,abundant,open,27,28,wireweed,Mayne Island
Sargassum muticum,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,43,wireweed,Mayne Island
Sargassum muticum,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,very many,open,47,45,wireweed,Prevost Island
Sargassum muticum,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,very many,open,60,60,wireweed,Mayne Island
Sargassum muticum,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,wireweed,Mayne Island
Sargassum muticum,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,many,open,47,44,wireweed,Galiano Island
Sargassum muticum,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,very many,open,49,60,wireweed,Galiano Island
Sargassum muticum,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,many,open,31,34,wireweed,Saturna Island
Sargassum muticum,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,many,open,43,36,wireweed,Mayne Island
Schizoporella japonica,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,orange encrusting bryozoan,Pender Island
Schizoporella japonica,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,some,open,45,29,orange encrusting bryozoan,Samuel Island
Schizoporella japonica,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,orange encrusting bryozoan,Mayne Island
Schizoporella japonica,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,few,open,43,36,orange encrusting bryozoan,Mayne Island
Scorpaenichthys marmoratus,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,cabezon,Mayne Island
Scyra acutifrons,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,sharpnose crab,Pender Island
Scyra acutifrons,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,2,open,27,28,sharpnose crab,Mayne Island
Scyra acutifrons,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,sharpnose crab,Prevost Island
Scyra acutifrons,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,2,open,45,29,sharpnose crab,Samuel Island
Scyra acutifrons,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,sharpnose crab,Saturna Island
Sebastes caurinus,2019-05-04T12:00:00,10-20cm,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,copper rockfish,Galiano Island
Sebastes caurinus,2019-05-05T09:56:00,30-40cm,Ballingall Islets Park,48.906568,-123.460574,1,open,43,53,copper rockfish,Galiano Island
Sebastes caurinus,2019-05-05T09:59:00,20-30cm,Ballingall Islets Park,48.906568,-123.460574,few,open,47,53,copper rockfish,Galiano Island
Sebastes caurinus,2019-05-04T12:00:00,"few 10-20cm, few 20-30cm",Campbell Bay,48.85833,-123.26833,some,open,42,42,copper rockfish,Mayne Island
Sebastes caurinus,2019-05-04T12:53:00,20-30cm,"Edith Point, inside",48.855,-123.25,1,open,50,14,copper rockfish,Mayne Island
Sebastes caurinus,2019-05-04T12:53:00,40-50cm,"Edith Point, inside",48.855,-123.25,few,open,50,43,copper rockfish,Mayne Island
Sebastes caurinus,2019-05-05T12:00:00,10-20cm,Hawkins Island,48.84,-123.36833,1,open,50,60,copper rockfish,Prevost Island
Sebastes caurinus,2019-05-05T12:13:00,"10-20cm, 20-30cm",Hawkins Island,48.84,-123.36833,2,open,46,45,copper rockfish,Prevost Island
Sebastes caurinus,2019-05-05T12:17:00,"few 10-20cm, 1@20-30cm",Hawkins Island,48.84,-123.36833,few,open,47,45,copper rockfish,Prevost Island
Sebastes caurinus,2019-05-05T11:30:00,40-50cm,Navy Bay,48.82909,-123.24254,few,open,77,50,copper rockfish,Mayne Island
Sebastes caurinus,2019-05-05T12:00:00,"few of each 10-20cm, 20-30cm",Navy Bay,48.82909,-123.24254,some,open,60,60,copper rockfish,Mayne Island
Sebastes caurinus,2019-05-04T13:30:00,30-40cm,Retreat Cove,48.939813,-123.501514,some,open,47,44,copper rockfish,Galiano Island
Sebastes caurinus,2019-05-04T12:00:00,10-20cm,Walker Rock,48.92833,-123.50483,few,open,60,60,copper rockfish,Mayne Island
Sebastes emphaeus,2019-05-05T12:13:00,10-20cm,Hawkins Island,48.84,-123.36833,1,open,46,45,Puget Sound rockfish,Prevost Island
Sebastes emphaeus,2019-05-05T12:17:00,10-20cm,Hawkins Island,48.84,-123.36833,few,open,47,45,Puget Sound rockfish,Prevost Island
Sebastes flavidus,2019-05-04T12:00:00,10-20cm,Ballingall Islets Park,48.906568,-123.460574,1,open,72,33,yellowtail rockfish,Galiano Island
Sebastes flavidus,2019-05-04T12:00:00,"few 10-20cm, few 20-30cm",Campbell Bay,48.85833,-123.26833,some,open,42,42,yellowtail rockfish,Mayne Island
Sebastes flavidus,2019-05-04T12:53:00,30-40cm,"Edith Point, inside",48.855,-123.25,very many,open,50,43,yellowtail rockfish,Mayne Island
Sebastes flavidus,2019-05-05T12:13:00,"10-20cm, 20-30cm few of each",Hawkins Island,48.84,-123.36833,some,open,46,45,yellowtail rockfish,Prevost Island
Sebastes flavidus,2019-05-05T12:17:00,10-30cm,Hawkins Island,48.84,-123.36833,very many,open,47,45,yellowtail rockfish,Prevost Island
Sebastes flavidus,2019-05-04T14:16:00,young adult,North of Irish Bay,49.81938,-123.215,3,open,45,29,yellowtail rockfish,Samuel Island
Sebastes flavidus,2019-05-04T13:30:00,10-20cm,Retreat Cove,48.939813,-123.501514,very many,open,47,44,yellowtail rockfish,Galiano Island
Sebastes flavidus,2019-05-04T13:24:00,"10-20cm, 20-30cm few of each","Retreat Cove South, island",48.938826,-123.501192,some,open,49,60,yellowtail rockfish,Galiano Island
Sebastes maliger,2019-05-04T12:00:00,10-20cm,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,quillback rockfish,Galiano Island
Sebastes maliger,2019-05-04T12:53:00,40-50cm,"Edith Point, inside",48.855,-123.25,few,open,50,43,quillback rockfish,Mayne Island
Sebastes maliger,2019-05-05T12:13:00,20-30cm,Hawkins Island,48.84,-123.36833,1,open,46,45,quillback rockfish,Prevost Island
Sebastes maliger,2019-05-04T13:30:00,"v.many 10-20cm, abund 20-30cm",Retreat Cove,48.939813,-123.501514,abundant,open,47,44,quillback rockfish,Galiano Island
Sebastes maliger,2019-05-04T13:24:00,"10-20cm, 20-30cm few of each","Retreat Cove South, island",48.938826,-123.501192,some,open,49,60,quillback rockfish,Galiano Island
Sebastes maliger,2019-05-04T15:25:00,"20-30cm, 30-40cm",Walker Rock,48.92833,-123.50483,2,open,47,51,quillback rockfish,Mayne Island
Sebastes maliger,2019-05-04T15:30:00,10-20cm,Walker Rock,48.92833,-123.50483,1,open,48,50,quillback rockfish,Mayne Island
Sebastes sp.,2019-05-05T12:00:00,potential rosy rockfish 20-30cm,Bennett Bay,48.86167,-123.24667,1,open,60,60,rockfish,Mayne Island
Semisuberites cribrosa,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,funnel sponge,Pender Island
Serpula columbiana,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,red-trumpet calcareous tubeworm,Mayne Island
Serpula columbiana,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,red-trumpet calcareous tubeworm,Samuel Island
Serpula columbiana,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,red-trumpet calcareous tubeworm,Mayne Island
Serpula columbiana,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,red-trumpet calcareous tubeworm,Mayne Island
Sparlingia pertusa,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,red eyelet silk,Mayne Island
Sparlingia pertusa,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,red eyelet silk,Saturna Island
Spiochaetopterus costarum,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,jointed three-section tubeworm,Samuel Island
Spiochaetopterus costarum,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,jointed three-section tubeworm,Mayne Island
Spirontocaris lamellicornis,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,Dana's blade shrimp,Mayne Island
Strongylocentrotus droebachiensis,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,abundant,open,43,53,green sea urchin,Galiano Island
Strongylocentrotus droebachiensis,2019-05-04T09:45:00,,Campbell Bay,48.85833,-123.26833,abundant,open,55,45,green sea urchin,Mayne Island
Strongylocentrotus droebachiensis,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,very many,open,50,43,green sea urchin,Mayne Island
Strongylocentrotus droebachiensis,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,many,open,46,45,green sea urchin,Prevost Island
Strongylocentrotus droebachiensis,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,very many,open,77,50,green sea urchin,Mayne Island
Strongylocentrotus droebachiensis,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,abundant,open,47,51,green sea urchin,Mayne Island
Strongylocentrotus droebachiensis,2019-05-04T12:00:00,,Walker Rock,48.92833,-123.50483,abundant,open,60,60,green sea urchin,Mayne Island
Strongylocentrotus droebachiensis,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,very many,open,48,50,green sea urchin,Mayne Island
Styela clava,2019-05-05T11:30:00,??? maybe brown tunicate Andy?,Navy Bay,48.82909,-123.24254,few,open,77,50,club tunicate,Mayne Island
Styela gibbsii,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,1,open,45,3,brown tunicate,Pender Island
Styela gibbsii,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,brown tunicate,Mayne Island
Sycon spp.,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,tiny vase sponges,Mayne Island
Sycon spp.,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,many,open,45,29,tiny vase sponges,Samuel Island
Sycon spp.,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,tiny vase sponges,Saturna Island
Synchirus gilli,2019-05-04T12:53:00,,"Edith Point, inside",48.855,-123.25,few,open,50,14,manacled sculpin,Mayne Island
Telmessus cheiragonus,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,1,open,33,53,helmet crab,Galiano Island
Thelepus spp.,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,curly-head spaghetti-worm,Mayne Island
Tonicella insignis,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,1,open,27,28,white-line chiton,Mayne Island
Tonicella insignis,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,white-line chiton,Samuel Island
Tonicella lineata,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,lined chiton,Galiano Island
Tonicella lineata,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,few,open,45,3,lined chiton,Pender Island
Tonicella lineata,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,few,open,27,28,lined chiton,Mayne Island
Tonicella lineata,2019-05-05T12:00:00,,Hawkins Island,48.84,-123.36833,very many,open,50,60,lined chiton,Prevost Island
Tonicella lineata,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,lined chiton,Prevost Island
Tonicella lineata,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,lined chiton,Samuel Island
Tonicella lineata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,lined chiton,Mayne Island
Tonicella lineata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,few,open,47,44,lined chiton,Galiano Island
Tonicella lineata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,lined chiton,Saturna Island
Tonicella lineata,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,many,open,48,50,lined chiton,Mayne Island
Tresus sp.,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,many,open,33,53,gaper,Galiano Island
Tresus sp.,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,some,open,35,30,gaper,Mayne Island
Triopha catalinae,2019-05-04T12:00:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,72,33,clown nudibranch,Galiano Island
Triopha catalinae,2019-05-05T09:56:00,,Ballingall Islets Park,48.906568,-123.460574,few,open,43,53,clown nudibranch,Galiano Island
Triopha catalinae,2019-05-05T09:59:00,,Ballingall Islets Park,48.906568,-123.460574,many,open,47,53,clown nudibranch,Galiano Island
Triopha catalinae,2019-05-04T12:00:00,,Campbell Bay,48.85833,-123.26833,1,open,42,42,clown nudibranch,Mayne Island
Triopha catalinae,2019-05-05T11:30:00,,Conconi Reef,48.825,-123.29,some,open,45,3,clown nudibranch,Pender Island
Triopha catalinae,2019-05-05T13:13:00,,Curlew Island S,48.83296,-123.23778,5,open,27,28,clown nudibranch,Mayne Island
Triopha catalinae,2019-05-05T12:13:00,,Hawkins Island,48.84,-123.36833,few,open,46,45,clown nudibranch,Prevost Island
Triopha catalinae,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,many,open,47,45,clown nudibranch,Prevost Island
Triopha catalinae,2019-05-05T11:30:00,,Navy Bay,48.82909,-123.24254,few,open,77,50,clown nudibranch,Mayne Island
Triopha catalinae,2019-05-05T12:00:00,,Navy Bay,48.82909,-123.24254,few,open,60,60,clown nudibranch,Mayne Island
Triopha catalinae,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,few,open,45,29,clown nudibranch,Samuel Island
Triopha catalinae,2019-05-04T13:24:00,,"Retreat Cove South, island",48.938826,-123.501192,few,open,49,60,clown nudibranch,Galiano Island
Triopha catalinae,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,clown nudibranch,Saturna Island
Triopha catalinae,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,2,open,43,36,clown nudibranch,Mayne Island
Triopha catalinae,2019-05-04T15:25:00,,Walker Rock,48.92833,-123.50483,1,open,47,51,clown nudibranch,Mayne Island
Tritonia tetraquetra,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,pink tritonia,Mayne Island
Tubulanus sexlineatus,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,six-lined ribbon worm,Prevost Island
Ulva fenestrata,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,abundant,open,33,53,sea lettuce,Galiano Island
Ulva fenestrata,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,few,open,35,30,sea lettuce,Mayne Island
Ulva fenestrata,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,very many,open,47,44,sea lettuce,Galiano Island
Ulva fenestrata,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,few,open,31,34,sea lettuce,Saturna Island
undetermined clam,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,few,open,47,45,clam,Prevost Island
undetermined clam,2019-05-04T15:30:00,,Walker Rock,48.92833,-123.50483,1,open,48,50,clam,Mayne Island
undetermined diatom,2019-05-04T14:16:00,,North of Irish Bay,49.81938,-123.215,present,open,45,29,diatom,Samuel Island
undetermined diatom,2019-05-04T15:56:00,,Restricted island by Samuel Island,49.82885,-123.21502,present,open,35,30,diatom,Mayne Island
undetermined diatom,2019-05-04T12:39:00,,St. John Point,48.81285,-123.22778,present,open,43,36,diatom,Mayne Island
undetermined hermit,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,few,open,33,53,hermit,Galiano Island
undetermined limpet,2019-05-04T12:00:00,,Montague Harbour,48.896354,-123.40363,few,open,33,53,limpet,Galiano Island
undetermined sculpin,2019-05-04T13:30:00,,Retreat Cove,48.939813,-123.501514,1,open,47,44,sculpin,Galiano Island
undetermined sculpin,2019-05-04T15:30:00,small,Walker Rock,48.92833,-123.50483,few,open,48,50,sculpin,Mayne Island
Urticina clandestina,2019-05-05T12:17:00,,Hawkins Island,48.84,-123.36833,1,open,47,45,stubby rose anemone,Prevost Island
Urticina clandestina,2019-05-05T09:39:00,,Robertson II,48.81378,-123.2099,1,open,31,34,stubby rose anemone,Saturna Island
Urticina piscivora,2019-05-05T09:59:00,believe this is a misidentification,Ballingall Islets Park,48.906568,-123.460574,1,open,47,53,rose anemone,Galiano Island
Zostera marina,2019-05-04T12:00:00,marina and japonica,Montague Harbour,48.896354,-123.40363,abundant,open,33,53,eelgrass,Galiano Island
