iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Potamogeton foliosus,59107,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Potamogetonaceae,,,Potamogeton,Potamogeton foliosus,Potamogeton foliosus ,native,S4S5 (2015),reported,1977-08-12,J. M. Goddard,SQUAMISH,,,V171312,,,,,leafy pondweed
Potamogeton natans,78712,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Potamogetonaceae,,,Potamogeton,Potamogeton natans,Potamogeton natans,native,S5? (2015) ,new 2017,,,SQUAMISH,2017-08-07,judithofsquamish,,https://www.inaturalist.org/observations/7476697,https://static.inaturalist.org/photos/9732937/medium.jpeg?1502638756,,,floating-leaved pondweed
Potamogeton pusillus,78714,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Potamogetonaceae,,,Potamogeton,Potamogeton pusillus,Potamogeton pusillus ,native,S4 (2001),reported,1977-08-11,Patrick D. Warrington,SQUAMISH,,,V171965,,,,,small pondweed
Potentilla flabellifolia,78726,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla flabellifolia,Potentilla flabellifolia ,native,S4 (2001),reported,1914-00-00,F. Perry ,SQUAMISH,,,UBC: V139767,,,,,fan-foil
Potentilla glaucophylla glaucophylla,81282,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla glaucophylla,Potentilla glaucophylla var. glaucophylla ,native,S5  ,reported,1917-08-10,John Davidson,SQUAMISH,,,UBC: V33237,,,,,blueleaf cinquefoil
Potentilla hyparctica,167357,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla hyparctica,Potentilla hyparctica ,unknown,SU (2016) ,reported,1938-08-08,John W. Eastham ,SQUAMISH,,,UBC: V33248,,,,,none
Potentilla uniflora,167387,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla uniflora,Potentilla uniflora ,native,"not in CDC records, see 'notes'",reported,1916-08-03,John Davidson,SQUAMISH,,,UBC: V80735,,,recognized by I.T.I.S. and NatureServe Explorer,,one-flower cinquefoil
Potentilla villosa,167389,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Potentilla,Potentilla villosa,Potentilla villosa ,native,S5 (2000),reported,1917-08-08,John Davidson,SQUAMISH,,,UBC: V33109,,,,,northern cinquefoil
Primula pauciflora,498086,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Primuloideae,Primuleae,Primula,Primula pauciflora,Primula pauciflora,native,S5 (2012) ,new 2016,,,SQUAMISH,2016-05-01,judithofsquamish,,http://www.inaturalist.org/observations/4373606,https://static.inaturalist.org/photos/5243199/medium.jpeg?1476663309,,,dark-throated shooting star
Prosartes hookeri,51071,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,,Prosartes,Prosartes hookeri,Prosartes hookeri,native,S5 (2000),confirmed,2010-07-15,Erin R. Manton,SQUAMISH,2016-05-03,judithofsquamish,UBC: V236243,http://www.inaturalist.org/observations/4469245,https://static.inaturalist.org/photos/5391529/medium.jpeg?1477929623,,,Hooker's fairybells
Prunella vulgaris,52764,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Prunella,Prunella vulgaris,Prunella vulgaris,exotic,SNA (Dec 2000),new 2015,,,SQUAMISH,2015-06-24,hillanddale,,https://www.inaturalist.org/observations/9530935,https://static.inaturalist.org/photos/12997250/medium.jpg?1516395668,,,common selfheal
Prunus avium,61964,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus avium,Prunus avium,exotic,SNA (2001),new 2015,,,SQUAMISH,2015-06-17,judithofsquamish,,http://www.inaturalist.org/observations/4470089,https://static.inaturalist.org/photos/5392694/medium.jpeg?1477937171,,,sweet cherry
Prunus emarginata,63905,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus emarginata,Prunus emarginata,native,S5 (2015) ,confirmed,1974-06-24,Charles E. Beil ,SQUAMISH,2015-06-06,hillanddale,UBC: V176129,https://www.inaturalist.org/observations/9535492,https://static.inaturalist.org/photos/13005506/medium.jpg?1516425332,,,bitter cherry
Prunus laurocerasus,61432,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus laurocerasus,Prunus laurocerasus,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-11-12,benkeen,,https://www.inaturalist.org/observations/18362904,https://static.inaturalist.org/photos/28065719/medium.jpg?1542071123,,,cherry laurel
Prunus serotina,54834,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus serotina,Prunus serotina?,exotic,SNA ,reported,1995-05-24,Terry M. Taylor,SQUAMISH,,,UBC: V210858,,,,,black cherry
Pseudognaphalium thermale,78765,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Pseudognaphalium,Pseudognaphalium thermale,Pseudognaphalium thermale,native,S4S5 (2015),confirmed,1963-08-02,Katherine I. Beamish,SQUAMISH,2018-09-16,benkeen,UBC: V103772,https://www.inaturalist.org/observations/16605379,https://static.inaturalist.org/photos/25019715/medium.jpg?1537135012,,,small headed cudweed
Pseudotsuga menziesii,48256,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,,Pseudotsuga,Pseudotsuga menziesii,Pseudotsuga menziesii,native,S5 (2000) ,confirmed,1978-08-15,John Pinder-Moss,SQUAMISH,2015-03-13,judithofsquamish,UBC: V166529,http://www.inaturalist.org/observations/4471094,https://static.inaturalist.org/photos/5394566/medium.jpeg?1477947832,,,common Douglas-fir
Pteridium aquilinum,52681,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Dennstaedtiaceae,,,Pteridium,Pteridium aquilinum,Pteridium aquilinum,native,S5 (2000),new 2016,,,SQUAMISH,2016-05-17,judithofsquamish,,http://www.inaturalist.org/observations/4471197,https://static.inaturalist.org/photos/5394735/medium.jpeg?1477948636,,,common bracken
Pterospora andromedea,52118,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pterospora,Pterospora andromedea,Pterospora andromedea,native,S4 (2015),confirmed,1912-07-21,Fred Perry,SQUAMISH,2016-06-01,hillanddale,UBC: V16216,https://www.inaturalist.org/observations/8500175,https://static.inaturalist.org/photos/11340014/medium.jpg?1508644801,,,woodland pinedrops
Pulsatilla occidentalis,60482,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Anemoneae,Pulsatilla,Pulsatilla occidentalis,Pulsatilla occidentalis,native,S5 (2015) ,reported ,1913-08-14,W. Taylor ,SQUAMISH,,,UBC: V35990,,,historical record Anemone occidentalis,,western anemone
Pyracantha coccinea,57254,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Pyracantha,Pyracantha coccinea,Pyracantha coccinea ,exotic,SNA (2001) ,confirmed,1993-05-30,Frank Lomer ,SQUAMISH,,,UBC: V224929,,,,,firethorn
Pyracantha fortuneana,78791,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Pyracantha,Pyracantha fortuneana,Pyracantha fortuneana ,exotic,not in CDC records,reported,2008-06-23,P. F. Zika ,SQUAMISH,,,WTU: 373600,,,"is in NatureServe, FNA & I.T.I.S.",,Chinese firethorn
Pyrola asarifolia,78793,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola asarifolia,Pyrola asarifolia,native,see ffg with subspecies,confirmed,1967-06-24,P. Warrington,SQUAMISH,2017-07-04,hillanddale,LEA,https://www.inaturalist.org/observations/9525379,https://static.inaturalist.org/photos/12987863/medium.jpg?1516335807,,,bog wintergreen
Pyrola asarifolia asarifolia,60370,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola asarifolia,Pyrola asarifolia subsp. asarifolia ,native,S5 (2000) ,reported,2012-07-25,Erin R. Manton,SQUAMISH,,,UBC: V238913,,,,,liverleaf wintergreen
Pyrola asarifolia bracteata,80169,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola asarifolia,Pyrola asarifolia subsp. bracteata ,native,S4 (2014),reported,1988-08-14,Bruce A. Bohm,SQUAMISH,,,UBC: V197371,,,,,long-bracted wintergreen
Pyrola chlorantha,63802,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola chlorantha,Pyrola chlorantha,native,S5? (2015),confirmed,1974-08-13,Vladimir J. Krajina,SQUAMISH,2017-06-24,judithofsquamish,UBC: V163511,http://inaturalist.ca/observations/6778615,https://static.inaturalist.org/photos/8617648/medium.jpg?1498325984,,,green-flowered wintergreen
Pyrola minor,78794,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola minor,Pyrola minor ,native,S4S5 (2015),reported,1965-08-16,B. Fraser ,SQUAMISH,,,UBC: V160945,,,,,lesser wintergreen
Pyrola picta,62239,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,Pyrola picta,Pyrola picta,native,S4 (2015) ,confirmed,2012-07-25,Erin R. Manton,SQUAMISH,2017-06-18,judithofsquamish,UBC: V238914,https://www.inaturalist.org/observations/6804748,https://static.inaturalist.org/photos/8657815/medium.jpeg?1498450600,,,white-veined wintergreen
Pyrus communis,63951,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Pyrus,Pyrus communis,Pyrus communis,exotic,SNA (2001) ,new 2018,,,SQUAMISH,2018-09-16,benkeen,,https://www.inaturalist.org/observations/16605422,https://static.inaturalist.org/photos/25019765/medium.jpg?1537135044,,,common pear
Quercus robur,56133,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,Quercus robur,Quercus robur,exotic,SNA (2000),confirmed,2007-08-19,Frank Lomer,SQUAMISH,2015-07-09,judithofsquamish,UBC: V233608,http://www.inaturalist.org/observations/4481820,https://static.inaturalist.org/photos/5410891/medium.jpeg?1478106131,,,English oak
Ranunculus acris,56064,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus acris,Ranunculus acris,exotic,SNA (2001) ,confirmed,1967-06-10,P. Warrington ,SQUAMISH,2017-06-25,judithofsquamish,LEA,https://www.inaturalist.org/observations/6805233,https://static.inaturalist.org/photos/8658679/medium.jpeg?1498453194,,,meadow buttercup
Ranunculus aquatilis,78817,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus aquatilis,Ranunculus aquatilis,native,S5 (2000),reported,1982-08-02,A.A. Rose,SQUAMISH,,,UBC: V176402,,,"re status, do not know which variety this is",,lesser wintergreen
Ranunculus eschscholtzii,78822,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus eschscholtzii,Ranunculus eschscholtzii ,native,S5 (2000) ,reported,1912-08-15,John Davidson ,SQUAMISH,,,UBC: V34456,,,,,Eschscholtz's buttercup
Ranunculus flammula,67826,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus flammula,Ranunculus flammula ,native,S5 (2008),reported,1982-08-02,A.A. Rose ,SQUAMISH,,,UBC: V176403,,,,,lesser spearwort
Ranunculus repens,48229,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus repens,Ranunculus repens,exotic,SNA (2001),confirmed,1978-06-07,Chris J. Clement,SQUAMISH,2016-05-01,judithofsquamish,V126006,http://www.inaturalist.org/observations/4482088,https://static.inaturalist.org/photos/5411254/medium.jpeg?1478109550,,,creeping buttercup
Ranunculus uncinatus,63898,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,Ranunculus,Ranunculus uncinatus,Ranunculus uncinatus,native,S5 (2015),confirmed,1974-06-20,Charles E. Beil ,SQUAMISH,2018-07-12,judithofsquamish,UBC: V176080,https://www.inaturalist.org/observations/14557973,https://static.inaturalist.org/photos/21688357/medium.jpeg?1532133632,,,woodland buttercup
Raphanus raphanistrum,55411,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Brassiceae,Raphanus,Raphanus raphanistrum,Raphanus raphanistrum,exotic,SNA (2001) ,new 2018,,,SQUAMISH,2018-10-03,benkeen,,https://www.inaturalist.org/observations/17177101,https://static.inaturalist.org/photos/26030922/medium.jpg?1538619485,,,jointed charlock
Rhododendron albiflorum,126556,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,Rhododendron albiflorum,Rhododendron albiflorum,native,S5 (2015),confirmed,1997-07-13,Gerald B. Straley,SQUAMISH,2017-07-30,judithofsquamish,UBC: V226165,https://www.inaturalist.org/observations/7360109,https://static.inaturalist.org/photos/9542957/medium.jpeg?1501947490,,,white-flowered rhododendron
Rhododendron groenlandicum,180413,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,Rhododendron groenlandicum,Rhododendron groenlandicum,exotic,S5 (2015) ,new 2017,,,SQUAMISH,2017-06-13,hillanddale,,https://www.inaturalist.org/observations/9525345,https://static.inaturalist.org/photos/12987809/medium.jpg?1516335436,,,Labrador tea
Rhododendron macrophyllum,57360,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,Rhododendron macrophyllum,Rhododendron macrophyllum,native,S3S4 (2015) ,confirmed,2003-05-25,Paul Kroeger,SQUAMISH,2018-09-24,keeganjd,UBC: V219243,https://www.inaturalist.org/observations/16893389,https://static.inaturalist.org/photos/25521033/medium.jpg?1537849499,,,Pacific rhododendron
Rhododendron menziesii,553849,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,Rhododendron menziesii,Rhododendron menziesii,native,S5 (2019),confirmed,2015-08-01,T.C. Wells,SQUAMISH,2014-06-22,judithofsquamish,UBC: V206282,https://www.inaturalist.org/observations/6244185,https://static.inaturalist.org/photos/7849602/medium.jpeg?1494994187,,,mock azalea
Rhus typhina,167829,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,Rhus,Rhus typhina,Rhus typhina,exotic,SNA (2012) ,new 2017,,,SQUAMISH,2017-10-09,rainwalker,,https://www.inaturalist.org/observations/8336954,https://static.inaturalist.org/photos/11078546/medium.jpg?1507609722,,,staghorn sumac
Ribes acerifolium,81762,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Ribes acerifolium,Ribes acerifolium ,native,S4 (2015) ,reported,1966-08-05,B. Fraser,SQUAMISH,,,UBC: V194026,,,,,maple currant
Ribes bracteosum,78852,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Ribes bracteosum,Ribes bracteosum,exotic,S5 (2015) ,new 2016,,,SQUAMISH,2016-04-09,judithofsquamish,,http://www.inaturalist.org/observations/4482404,https://static.inaturalist.org/photos/5411679/medium.jpeg?1478111741,,,stink currant
Ribes lacustre,78858,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Ribes lacustre,Ribes lacustre,native,S5 (2015),confirmed,1974-06-01,Charles E. Beil,SQUAMISH,2015-05-12,hillanddale,UBC: V176095,https://www.inaturalist.org/observations/9528729,https://static.inaturalist.org/photos/12993501/medium.jpg?1516378076,,,swamp currant
Ribes sanguineum sanguineum,81349,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Grossulariaceae,,,Ribes,Ribes sanguineum,Ribes sanguineum sanguineum,native,S5 (2015) ,confirmed,2012-05-02,Erin R. Manton,SQUAMISH,2017-04-14,sea2skynaturebc,UBC: V238450,http://inaturalist.ca/observations/5706522,https://static.inaturalist.org/photos/7072207/medium.jpg?1492217965,,,red-flowering currant
Romanzoffia sitchensis,78872,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Romanzoffia,Romanzoffia sitchensis,Romanzoffia sitchensis ,native,S5 (2015),reported,1914-06-06,Miss Fowler,SQUAMISH,,,UBC: V45225,,,,,Sitka mistmaiden
Rorippa curvisiliqua,58866,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,Cardamineae,Rorippa,Rorippa curvisiliqua,Rorippa curvisiliqua ,native,S5 (2000) ,reported,1913-08-07,John Davidson ,SQUAMISH,,,UBC: V13048,,,,,curvepod yellowcress
Rosa gymnocarpa,53441,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa gymnocarpa,Rosa gymnocarpa,native,S5 ,confirmed,1961-05-25,Katherine I. Beamish,SQUAMISH,2017-06-24,sea2skynaturebc,UBC: V139537,http://inaturalist.ca/observations/6779376,https://static.inaturalist.org/photos/8618727/medium.jpg?1498329235,,,baldhip rose
Rosa multiflora,78882,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa multiflora,Rosa multiflora,exotic,SNA (2001) ,new 2013,,,SQUAMISH,2013-06-16,hillanddale,,https://www.inaturalist.org/observations/9526021,https://static.inaturalist.org/photos/12988909/medium.jpeg?1516343519,,,multiflora rose
Rosa nutkana,78883,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa nutkana,Rosa nutkana ,native,S5 ,confirmed,1913-06-01,W. Taylor,SQUAMISH,2016-09-19,sea2skynaturebc,UBC: V32681,http://inaturalist.ca/observations/4148519,https://static.inaturalist.org/photos/4939404/medium.jpg?1474303754,var. nutkana,,Nootka rose
Rosa pisocarpa,78885,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,Rosa,Rosa pisocarpa,Rosa pisocarpa,native,S4S5 ,new 2018,,,SQUAMISH,2018-10-21,judithofsquamish,,https://www.inaturalist.org/observations/17727983,https://static.inaturalist.org/photos/27031396/medium.jpeg?1540167721,,,cluster rose
Rubus allegheniensis,82110,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus allegheniensis,Rubus allegheniensis,exotic,SNA (2017),confirmed,2010-09-23,Terry Taylor ,SQUAMISH,2019-10-05,judithofsquamish,UBC: V231523,https://www.inaturalist.org/observations/33931974,https://static.inaturalist.org/photos/53347622/medium.jpeg?1570332508,,,American blackberry
Rubus armeniacus,61317,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus armeniacus,Rubus armeniacus,exotic,SNA (2006),confirmed,1974-07-01,Richard T. Smith,SQUAMISH,2015-07-09,judithofsquamish,UBC: V156677,http://www.inaturalist.org/observations/4482683,https://static.inaturalist.org/photos/5412021/medium.jpeg?1478114659,,,Armenian blackberry
Rubus idaeus strigosus,125488,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus idaeus,Rubus idaeus strigosus,native,S5 (2015),new 2018,,,SQUAMISH,2018-05-29,judithofsquamish,,https://www.inaturalist.org/observations/13100213,https://static.inaturalist.org/photos/19088870/medium.jpeg?1528077191,,,American red raspberry
Rubus laciniatus,78891,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus laciniatus,Rubus laciniatus,exotic,SNA (2001),new 2015,,,SQUAMISH,2015-04-29,judithofsquamish,,http://www.inaturalist.org/observations/4482744,https://static.inaturalist.org/photos/5412157/medium.jpeg?1478115542,,,cutleaf blackberry
Rubus leucodermis,63960,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus leucodermis,Rubus leucodermis,native,S5 (2015),new 2016,,,SQUAMISH,2016-05-21,judithofsquamish,,http://www.inaturalist.org/observations/4482825,https://static.inaturalist.org/photos/5412276/medium.jpeg?1478116218,,,whitebark raspberry
Rubus nivalis,78893,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus nivalis,Rubus nivalis,native,S3S4 (2018) ,reported,2003-05-25,Paul Kroeger,SQUAMISH,,,UBC: V219244,,,,,snow dwarf bramble
Rubus parviflorus,51646,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus parviflorus,Rubus parviflorus,native,S5 (2015),confirmed,1967-06-04,Pat Warrington,SQUAMISH,2015-04-05,judithofsquamish,LEA,http://www.inaturalist.org/observations/4482910,https://static.inaturalist.org/photos/5412341/medium.jpeg?1478116803,,,thimbleberry
Rubus pedatus,130220,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus pedatus,Rubus pedatus,native,S5 (2015) ,confirmed,1974-07-05,Charles E. Beil,SQUAMISH,2017-07-30,judithofsquamish,UBC: V176125,https://www.inaturalist.org/observations/7359620,https://static.inaturalist.org/photos/9542260/medium.jpeg?1501945106,,,five-leaf dwarf bramble
Rubus plicatus,55913,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus plicatus,Rubus plicatus ,exotic,not in CDC records,reported,2008-06-03, ,SQUAMISH,,,V206710,,,original record R. fruticosus,,none
Rubus spectabilis,47543,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus spectabilis,Rubus spectabilis,native,S5 (2015) ,confirmed,1974-06-20,Charles E. Beil ,SQUAMISH,2015-03-07,judithofsquamish,UBC: V176081,http://www.inaturalist.org/observations/4483004,https://static.inaturalist.org/photos/5412605/medium.jpeg?1478118402,,,salmonberry
Rubus ursinus,53445,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus ursinus,Rubus ursinus,native,S5 (2015),new 2015,,,SQUAMISH,2015-05-14,judithofsquamish,,http://www.inaturalist.org/observations/4483221,https://static.inaturalist.org/photos/5412824/medium.jpeg?1478119675,,,trailing blackberry
Rubus vestitus,55917,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,Rubus,Rubus vestitus,Rubus vestitus ,exotic,SNA (2007),reported,2008-02-18,Frank Lomer ,SQUAMISH,,,UBC: V227193,,,,,European blackberry
Rudbeckia hirta,62741,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Heliantheae,Rudbeckia,Rudbeckia hirta,Rudbeckia hirta,exotic,SNA (2019),new 2019,,,SQUAMISH,2019-08-18,benkeen,,https://www.inaturalist.org/observations/31071283,https://static.inaturalist.org/photos/48592623/medium.jpeg?1566154960,,,black-eyed Susan
Rumex acetosa,55821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex acetosa,Rumex acetosa,exotic,SNA (2000 or 2008),new 2018,,,SQUAMISH,2018-04-17,derekkillby,,https://www.inaturalist.org/observations/13791482,https://static.inaturalist.org/photos/20339534/medium.jpg?1529981415,,,common sorrel
Rumex acetosella,53195,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex acetosella,Rumex acetosella,exotic,SNA (2001),new 2015,,,SQUAMISH,2015-05-14,judithofsquamish,,http://www.inaturalist.org/observations/4483256,https://static.inaturalist.org/photos/5412937/medium.jpeg?1478120247,,,sheep's sorrel
Rumex crispus,53197,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex crispus,Rumex crispus,exotic,SNA (2001),new 2015,,,SQUAMISH,2015-06-21,hillanddale,,https://www.inaturalist.org/observations/9530872,https://static.inaturalist.org/photos/12997144/medium.jpg?1516395261,,,curly dock
Rumex fueginus,78903,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex fueginus,Rumex fueginus,native,S5 (2015),new 2015,,,SQUAMISH,2015-07-19,judithofsquamish,,http://www.inaturalist.org/observations/4483526,https://static.inaturalist.org/photos/5413506/medium.jpeg?1478122501,,,golden dock
Rumex obtusifolius,63371,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,Rumex obtusifolius,Rumex obtusifolius,exotic,SNA (2001),new 2018,,,SQUAMISH,2018-09-15,benkeen,,https://www.inaturalist.org/observations/16564615,https://static.inaturalist.org/photos/24945684/medium.jpg?1537043730,,,broad-leaved dock
