Group,Scientific.name,Taxonomic.level,Common.name ,Hulquminum.name.Thom.2011,Hulquminum.name.Luschim.2021,Alt.Hulquminum.name.Cowichan.dialect.1.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.2.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.3.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.4.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.5.Turner.2014,Alt.Hulquminum.name.Cowichan.dialect.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.2.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.Turner.2014,Alt.Hulquminum.name.upriver.Fraser.meaning.2.Turner.2014,Alt.Hulquminum.name.Island.1.Turner.2014,Alt.Hulquminum.name.Island.2.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.Turner.2014,Alt.Hulquminum.name.Chilliwack.1.meaning.Turner.2014,French.name.Thom.2011,Ecosystem.guide.content.Thom.2011,Ecosystem.guide.value.Fd.Thom.2011,Ecosystem.guide.value.Md.Thom.2011,Ecosystem.guide.value.Sp.Thom.2011,Ecosystem.guide.value.Mt.Thom.2011,Ecosystem.guide.value.Tr.Thom.2011,Ecosystem.guide.value.Id.Thom.2011,Turner 2014; Turner & Charlie (2021); Luschim 2021,Curator.notes
Flowering Plants,Sagittaria latifolia,species,wapato,sqewth,sqewth,sqáwth,sqəәw’théen,sqawítheł,,,"same as name for potato, and Lomatium [?] wild potato (cf. Proto-Salish s-qawts (Indian) potato – Kuipers 2002)",,,,,,,,,le sagittaire a larges feuilles,"Sqewth grows in wet or swampy areas, lowlands, marshes and estuaries. Sqewth has distinctive arrowhead-shaped leaves. Sqewth are often submerged or partially submerged so they have to be dislodged from the bottom for harvesting. Some families from Vancouver Island Coast Salish communities had family-owned plots for sqewth, and these were located primarily on the Mainland. Others could access these through in-laws or trade. Sqewth has a good tasting, starchy potato-like root. It has to be harvested before the ducks come in or it will be gone. ",1,0,0,0,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Cirsium undulatum,species,wavy leaf thistle,,,xəw’xəwíłp,xəw’xəw’ínłp,,,,,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Aquilegia formosa,species,western columbine,,,leymtən,,,,,something that guides you or looks after you',,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Rumex aquaticus,species,western dock,,t'umasu,,,,,,,t’əәmáase,,"(also Rheum, domesticated rhubarb)",,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Rumex occidentalis,species,western dock,t'umasu,t'umasu,,,,,,,,,,,,,,,la patience occidentale,"T'umasu grows in wet areas such as wet meadows, bogs, marshes and river banks, as well as in salty wet places such as tide flats and beaches. They turn reddish-brown in mid-summer. This is played with by kids who peel them off and play with the stem. T'umasu has several medicinal values. ",0,1,1,1,0,0,Thom 2011; Luschim 2021,
Flowering Plants,Cornus nuttallii,species,western dogwood,kwi'txulhp,kwi'txulhp,kw íʔłxəłp,kw ikxałp,,,,,,,,,,,,,le cornouiller de nuttall,"Kwi'txulhp can be identified by the large creamy white flowers that have made it such a distinctive tree. It can also be identified out of season by the small swoops in the branches. Kwi'txulhp is usually found in riparian areas with well-drained soil. Kwi'txulhp wood has many uses and is well known for being a very hard wood, especially when the wood is dry. The wood is used for a huge variety of tools, including wedges, handles, hafts–even as a pry-bar. The bark is used for drying and tanning. The inner sap can be boiled and used as a wash to kill ringworm infections. ",0,1,1,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Sorbus sitchensis,species,western mountain-ash,,,,,,,,,,,,,,,qwiqwəәł,(berries or tree),,,,,,,,,Turner 2014,
Flowering Plants,Trillium ovatum,species,western trillium,,,,,,,,,xext’áaləәs’,"(poss. fr. xəә́ təәm ‘swimming’: swimming eye, possibly ‘cataracts’; used for eye wash)",,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Lonicera ciliosa,species,western trumpet honeysuckle,qit'a'uylhp,q'it'a'ulhp,q’əәt’q’əәt’á,"q’əә́ tq’əәtaaʔełp, q’it’aʔəәłp",q’et’əәm’əәłp,q’ítaʔ,q’ít’as təә spəәlpəәlqwít’thtsəәʔ,(‘swing of the little owl’),,,,,,,,,le chevrefeuille cilie,"Qit'a'uylhp is a vine that climbs on trees and shrubs. They flower as the top of the vine reaches the upper reaches of the understory. The flowers are orange-yellow and trumpet-shaped. Qit'a'uylhp flowers are edible and the nectar can be consumed by biting the bulbous base of the flower and drawing out the nectar, when they are at their most orange in colour. Another use is as a shampoo. The plant is referred to as the swing of the ghost people, the deceased. It also has spiritual significance. ",1,1,1,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Trifolium repens,species,white clover,,,,,,,,,łóome,(also T. pratense),,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Cirsium hookerianum,species,white thistle,,,xəw’xəwíłp,xəw’xəw’ínłp,,,,,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Ribes inerme,species,whitestem gooseberry,,,t’eməәxw,,,,,,,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Daucus pusillus,species,wild carrot,shewuq,,,,,,,,,,,,,,,,la carotte sauvauge,"Shewuq is the indigenous wild carrot which is smaller and more subtle than the introduced Daucus carota. There are several kinds, but the main one is found along the beach. You can also find shewuq in open fields or grasslands or in dry rocky sites. Shewuq is the Hul'q'umi'num' word used for the modern carrot. It comes from the name for the indigenous carrot that is much smaller but very flavourful. It is used as a food but also has medicinal value as well. If it is harvested too late, the plant becomes too hard, like wood. ",1,1,1,1,1,1,Thom 2011,
Flowering Plants,Asarum caudatum,species,wild ginger,tth'uletth'ule' / tth'uletth'ule'een,tth'uletth'le' or tthuletth'le'een',ʔiyéləqəp,səwq’nəts,,,,,,,,,,,,,l'asaret caude,"Tth'uletth'ule'een generally occurs in well-shaded understory with leafy ground. You usually notice the heart-shaped leaves first. In the spring, if you move aside the ground cover, you'll see the unique flowers: distinct hairy cup-shaped, brown-purple to green-yellow flowers which end in three long gracefully curved lobes. The plant remains green year-round. Tth'uletth'ule'een has strong medicinal and spiritual values.",1,1,1,1,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Rubus idaeus,species,wild raspberry,,tsulqama',t’thqw’am’ əәʔ,,,,,(cultivated raspberry),,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Salix,genus,"willows, shrubby",,sxwele'ulhp,,,,,,,"xwéeléełp, xwéléełp",sqwəәqwəәməә́ ytsəәs,(place on upper side of Yale Cr named after these willows) (S. sitchensis),‘puppies –in the hand’ (“pussy willow”),,,,,,,,,,,,,Turner 2014; Luschim 2021,
Flowering Plants,Rosa woodsii,species,Wood’s rose,,,qel’q,,,,,(rose),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Fragaria vesca,species,woodland strawberry,stsi'yu,st'i'luqw,schiʔya,t’íʔləqw əłp,,,,"(‘berry of any kind, wild strawberry’), (strawberry plant)(cf. Central Salish root t’iliqw ‘strawberry’ – Kuipers 2002)",,,,,,,,,le fraisier,"The habitat in which stsi'yu is found can vary from sandy or rocky seashore to mountain slopes. Most occur in rocky or gravelly areas and on beaches (in areas of salt spray) but they also grow in woodlands, in areas that get some sun and are drier at least some of the time. The plants are short, and stay low to the ground. The plants that grow by the beach have waxy leaves. You can smell the scent when they are growing. There are four different species of strawberries found in the Hul'q'umi'num' area. The species differ by habitat and appearance and each have their own Hul'q'umi'num name (e.g., the tall ones with dangling fruit are called st'i'luqw). The leaves and vines can be traded for medicine. The leaves make a good tea. The vine is good for treating diarrhea. ",1,1,1,0,1,0,Thom 2011; Turner 2014; Luschim 2021,
Flowering Plants,Rumex crispus,species,yellow dock,,t'umasu,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Flowering Plants,Erythronium grandiflorum,species,yellow glacier lily,,,sk’éməth,,,,,(also Camassia spp.) (dried bulbs of both obtained by trade),,,,,,,,,,,,,,,,,Turner 2014,
Flowering Plants,Nuphar polysepala,species,yellow pond-lily,,qw'emétxw,qw’əә́ m’əәtx,,,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Fungi,Ganoderma applanatum,species,artist's conch,,hwuhwa'us-uhw,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Fungi,Echinodontium tinctorium,species,indian paint fungus,,,tə́məł,,,,,red paint,,,,,,,,,,,,,,,,,Turner 2014,
Fungi,Basidiomycota,division,"mushrooms, general",,kwumsuli'qw,kwəmsəliqw,qwəmsəlíqw,kwəmst’əlíqw,,,,,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Fungi,Tricholoma magnivelare ,species,pinemushroom,,,,,,,,,q’ə́mməs,,"big all-white edible mushroom that comes out of the moss. v large; round-topped, light  coloured, under cottonwood trees?",,,,,,,,,,,,,,Turner 2014,
Fungi,Polyporus,genus,polypore,,hwuhwa'us-uhw,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Fungi,Lycoperdon,genus,puffball,,,,,,,,,pápkw’əm,,continuing to make puff or dust,,,,,,,,,,,,,,Turner 2014,
Fungi,Fomitopsis,genus,tree fungi,,tuw'tuw'eluqup,təw’təw’ə́ləqəp,,,,,(arvid charlie),,,,,,,,,,,,,,,,,Turner 2014; Luschim 2021,
Fungi,Tremella mesenterica,species,witch's butter,,shmut'qw',,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Lichens,Bryoria fremontii,species,edible horsehair,,,,,,,,,sqwəәlíp,,hair in the dirt’ (allusion to pitcooking),,,,,,,,,,,,,,Turner 2014,
Lichens,Ascomycota,phylum (imperfect),lichen,s-mux-t'ul'us,,q’əә́ts’əәyʔ,,,,,"(gen. name for mosses, old man’s beard lichen, etc.)",,,,,,,,,les lichens,"S-mux-t'ul'us is a dual organism, consisting of both fungus and algae. They grow extremely slowly (5 – 8 mm/year in our climate). Lichens can be found on rocks and many tree species but were selected from only specific tree and shrub species including ts'alhulhp, p'hwulhp and qethulhp. S-mux-t'ul'us is often used as a general tea but also has some medicinal values as well. The lichen used for medicine has to be selected from specific species of trees or shrubs. ",1,1,0,0,1,0,Thom 2011; Turner 2014,
Lichens,Lobaria pulmonaria,species,lungwort lichen,,smuxt'ulus,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Lichens,Usnea,genus,old man's beard,,she'yutun,,,,,,,,,,,,,,,,,,,,,,,Luschim 2021,
Lichens,Letharia vulpina,species,valley wolf,,,,,,,,,məxt’ə́ləs  ,,,,,,,,,,,,,,,,Turner 2014,
Lichens,Alectoria sarmentosa,species,witch's hair,,,q’əә́ts’əәyʔ,,,,,"(gen. name for mosses, old man’s beard lichen, etc.)",,,,,,,,,,,,,,,,,Turner 2014,
Mammals,Neovison vison,species,American mink,chuchi'q'un',,,,,,,,,,,,,,,,le vison d'Amérique,"Chuchi'q'un' is most often found along streams, rivers and beaches. It spends much of its time in the water as well as on shore and is always moving. Chuchi'q'un' is a very strong capable hunter that can catch a variety of prey such as rabbits, muskrats, mice, snakes, frogs and birds. Chuchi'q'un' is in many traditional stories as well as many first-hand stories about its character and abilities. In traditional stories, he is like a jester. The short, fine and dense fur of chuchi'q'un' is highly valued. If you are fishing salmon on the river, you have to watch your catch or chuchi'q'un' will try to drag it away.",0,1,1,1,1,1,Thom 2011,Thom (2011) lists as Mustela vison
Mammals,Castor canadensis,species,beaver,sqwul'ew',,,,,,,,,,,,,,,,"Sqwul'ew' can be found in small streams and side channels in the lower portions of watersheds where the gradient is minimal. Sqwul'ew' perfers willows and small shrubs found in wet areas such as marshes, wetlands and riparians. The teeth were highly valued for making tools for detailed carving. The teeth were used to finish fine carving such as that on bentwood boxes. The fur trade almost wiped them out but they have made a comeback. ",,1,1,1,1,1,1,Thom 2011,
Mammals,Zalophus californianus,species,California sea lion,shes / ts'axulus,,,,,,,,,,,,,,,,le lion de mer de steller / la petite otarie de Californie,"Shes (Steller sea lions) have winter haulouts in the southern Gulf Islands, including the Belle Chain islets and Boiling Reef. Their preferred prey include herring, salmon, eulachon, rockfish, flounder and skate. Males average 400-800 kg; females 200-300 kg. Shes is 3-4 times larger than ts'axulus (California sea lion). Ts'axulus is darker in colour. Shes is a special food for certain people and animals. ",1,1,1,1,1,1,Thom 2011,
Mammals,Phoca vitulina richardii,species,harbour seal,e s-hw,,,,,,,,,,,,,,,,le phoque commun,"Adults can attain a length of 1.85 meters and weigh 132 kilograms. They stick to familiar haulout sites, generlly rocky areas where they are protected from bad weather and predation, near a foraging area. They also inhabit sandy intertidal zones. Their diet is mainly fish, but may also include shellfish. Young pups are preffered for eating. The skin is used for oil. ",1,1,0,1,1,0,Thom 2011,
Mammals,Odocoileus hemionus columbianus,species,mule deer,ha'put,,,,,,,,,,,,,,,,le cerf mulet,"Mixed habitat is important for ha'put. It is important to have a variety of browse for all year round, including open fields or meadows for spring and summer feeding, and mixed and more mature forests for winter protection and winter feed. Ha'put is not only important as a food resource, it is also used for making tools: shin bones for spear points; antlers for tools and wedges' hooves for rattles; and the hide for drums and clothing. Everything is used. In some of the origin stories, ha'put is said to be specially selected to nourish our people. ",1,1,1,1,1,1,Thom 2011,Thom (2011) lists as Odocoileus hemionus
Mammals,Orcinus orca,species,orca (killer whale),q'ul-lhanamutsum,,,,,,,,,,,,,,,,l'épaulard,"Q'ul-lhanamutsum males can reach up to 9 metres in length, females up to 8 metres. Males may weigh 8 tons, females up to 5 tons. The marine inland waters of British Colombia and Washington State have approximately 300 q'ul-lhanamutsum that are organized into about thirty pods or social groups. The southern resident community is comprised of J-, K-, and L-pods, currently totaling 89 individuals. Resident pods eat salmon. Q'ul-lhanamutsum can be your friend or helper or enemy. They can also save your life. The land form of q'ul-lhanamutsum is stqeeye' (wolf). ",0,1,1,0,0,1,Thom 2011,
Mammals,Procyon lotor,species,raccoon,sxayukw'us,,,,,,,,,,,,,,,,le raton laveur,"Sxayukw'us lives in riparian areas, woodlands, marshes and beaches throughout the Salish Sea. Sxayukw'us has very dextrous front paws and can often be seen washing its food. Sxayukw'us's preferred foods are amphibians crayfish, shellfish, and insects. Sxayukw'us is featured in many stories. There are specific uses for the fat. When treed, it is said that if they urinate on you, your hair will go white.  ",1,1,1,1,1,0,Thom 2011,
Mammals,Lontra canadensis,species,river otter ,sqeetl',,,,,,,,,,,,,,,,la loutre de rivière ,"Sqeetl' prefer fast-moving water and range great distances to keep up with their appetite. Rivers, large streams and even ocean waters in the Gulf Islands are home to sqeetl'. They prey on fish, crayfish in fresh water, and crab in salt water. Sqeetl' has high spiritual value for some people. ",0,1,1,1,1,1,Thom 2011,
Mammals,Cervus canadensis roosevelti,species,roosevelt elk,kwewe'uts,,,,,,,,,,,,,,,,le wapiti de Roosevely,"Kwewe'uts are the largest members of the elk family. Kwewe'uts occupy three distinct seasonal ranges in the winter, spring, and summer/fall periods, benefitting from relatively shallow snow depths on low-elevation winter ranges and abundant, diverse forage on higher elevation summer ranges. Kwewe'uts are very special ot the Hul'qumi'num people. They are suntl'e' (the eldest) of the antlered animals on Vancouver Island. There are many different areas where we wait for them to come. Cowichan Bay flats is one of the areas to which kwewe'uts comes to feed on fresh grassand we wait to catch them. Kwewe'uts comes from both kwetsum which means to holler, and wuts which refers to the elk arching its back. ",1,1,1,1,1,0,Thom 2011,
Mammals,Enhydra lutris,species,sea otter,tumus,,,,,,,,,,,,,,,,la loutre de mer,"Tumus lives almost exclusively in the ocean and has the finest and densest fur of any mammal. They are heavy-bodied and require large amounts of food: urchins, abalone, geoduck and clams. Tumus uses a rock as a tool to help break open shellfish. Kelp beds are important habitat that provides protection as well as food for urchins and other prey of the tumus. The fur trade has eliminated tumus from the southern and eastern side of Vancouver Island. The fur has always been highly prized, even before the fur trade. ",0,1,1,1,1,1,Thom 2011,
Mammals,Eumetopias jubatus,species,Steller sea lion,shes / ts'axulus,,,,,,,,,,,,,,,,le lion de mer de steller / la petite otarie de Californie,"Shes (Steller sea lions) have winter haulouts in the southern Gulf Islands, including the Belle Chain islets and Boiling Reef. Their preferred prey include herring, salmon, eulachon, rockfish, flounder and skate. Males average 400-800 kg; females 200-300 kg. Shes is 3-4 times larger than ts'axulus (California sea lion). Ts'axulus is darker in colour. Shes is a special food for certain people and animals. ",1,1,1,1,1,1,Thom 2011,
Mammals,Canis lupus crassodon,species,Vancouver Island wolf,stqeeye',,,,,,,,,,,,,,,,le loup de l'île Vancouver,"Stqeeye' is a subspecies of grey wolf. They are pack animals, living in groups numbering from 5 to 20 members. Stqeeye' preys mainly on black-tailed deer and Roosevelt elk, only taking smaller game (squirrels, rodents, beaver) when larger prey are scarce. Stqeeye' is thought of as a good helper. It is said that if you have stqeeye' as a helper, you will be a good hunter. As well as special knowledge about hunting, it is said stqeeye' brings out strong family values and it is featured in many stories and aspects of our culture. ",0,1,1,1,1,1,Thom 2011,
Marine Animals,Clinocardium nuttallii,species,basket cockle,stl'ula'um,,,,,,,,,,,,,,,,la coque de nuttall,"Stl'ula'um can be found in sand-gravel at or near the surface, in sheltered waters such as the upper reaches of eelgrass beds or seaweed beds. They travel with the tide like xi hwa. Stl'ula'um is a favourite food by many and is dried over the fire or above the woodstove. At the right time of year, it can be much easier to harvest. Remove white tip and the sqeelux from the tummy, and squeeze out sqeelux before or after boiling. The siphon has often been used as a soother or pacifier. ",1,1,1,0,1,1,Thom 2011,
Marine Animals,Mytilus edulis,species,bay mussel (blue mussel),lhew'qum',,,,,,,,,,,,,,,,la moule bleue,"Lhew'qum' is a mid-tidal inhabitant of gravely beaches in sheltered waters, often where freshwater and seawater meet. Lhew'qum' need rock or solid objects to anchor themselves to. They are small–only up to 10cm in length–and usually occur in colonies that can blanket areas of beach. There are certain cultural restrictions to lhew'qum' for younger people in their child-bearing years. Lhew'qum' cleanses the ocean (as do prawns). In the past they have been transplanted, as they were part of the system that cleansed the water. Lhew'qum' is also used for bait. ",1,1,1,1,1,0,Thom 2011,Thom (2011) lists as Mytillus edulis
Marine Animals,Beringraja binoculata,species,big skate,q'eq'o',,,,,,,,,,,,,,,,la raie biocellee,"Q'eq'o' can be found in the sand or mud on the seafloor, buried with just their eyes showing. Q'eq'o' are most commonly harvested in the flats or estuaries of river mouths, flat bays or shallow areas. Q'eq'o' can sometimes be caught and fished at night. Q'eq'o' are often by-catch or caught while crabbing or fishing for other fish in the flats. Q'eq'o' are slow moving and can be caught with a crab rake or by hook and line. Q'eq'o' can sometimes be caught at night, using a spear or gaff, in places such as Clam Bay (Penelakut Island) and Shell Beach (Stz'uminus First Nation). You need to cut them up immediately after harvesting, using a spear. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Katharina tunicata,species,black katy chiton,xulum',,,,,,,,,,,,,,,,le chiton katharina tunicata,"Xulum' can be up to 10cm in length. They are the easiests of the chitons to find as they are not light-sensitive and so can often be found in plain sight clinging to the rocks, especially in the mid-tidal zone. Xulum' is a delicacy that has been considered scarce in many areas since the 1940s and 1950s. It is important some of our people have travelled great distances to get them and made sure to bring them back to share with Elders who could not travel as far. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Sebastes melanops,species,black rockfish,syenyehw,,,,,,,,,,,,,,,,le sebaste noir,"Syenyehw are commonly found swimming in schools off of reefs in shallower water, as well as in more open water. They are plentiful at the bluffs area of Montague Harbour (Galiano Island). Syenyehw have characteristics that are very recognizable to fishermen who are trying to catch them: when schooling near the surface, you can recognize its tail flip. There are 3 different species of syenyehw. These fat fish are very good eating although rather bony. There are stories relating to these fish as well as to practical cultural uses. ",1,1,0,0,0,0,Thom 2011,
Marine Animals,Saxidomus gigantea,species,butter clam,s-axwa',,,,,,,,,,,,,,,,la palourde jaune,"S-axwa' is one of the more sizeable clams, and if you know where to harvest them, they can be plentiful. S-axwa' is one of the sweeter clams. Because they live farther down the beach, they must be harvested at a lower tide. They are also buried deeper than other clams–usually deeper than 25 or 30 cm. S-axwa' is a preferred shellfish–easy to dry, large and tasty. Those harvested in some areas are sweeter in taste than others. Fresh s-axwa' have been traded to the Interior and are an extremely valuable trade item. Shellfish are valuable to communities that do not readily have access to the ocean. If you hang a sack/bucket of s-ts'eyhw for 2-3 days, the clams clean themselves. S-ts'eyhw s-axwa' (dried butter clams) are also an important food for winter stores. S-ts'eyhw s-axwa' can be either smoked by putting them on long flexible skewers above a fire or in a smokehouse. In more recent times, they are often dired above wood stoves or in the oven. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Oncorhynchus keta,species,chum salmon,kw'a'luhw,,,,,,,,,,,,,,,,le saumon keta ,"Kw'a'luhw move into the river systems in the fall. They will have already developed the tiger striping that easily identifies them. After the striping appears, Kw'a'luhw start to develop spawning characteristics: hooked nose, dark colour and enlarged teeth. Spawning usually occurs in the main channel of rivers and lower side channels. Kw'a'luhw are considered suntl'e (eldest) of the salmon species. They are called kw'a'luhw in their tiger-striped stage or as their appearance changes coming into the river system. They are called xi'le'ts when their scales start coming off–the time when they are ready to be made into a real delicacy. While not as rich as other salmon, they are one of the preferred species for smoking. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Oncorhynchus kisutch,species,coho salmon,the'wun,,,,,,,,,,,,,,,,le saumon coho,"The'wun travel back to the original spawning bed from which they emerged. There are three runs of the'wun, in December, March and April. It used to be very important, in March/April when we had runs in our creeks and rivers; those runs are becoming extinct. The'wun run high up into the side channels or the upper reaches of the river system–Shaw Creek above Lake Cowichan for example. They were always abundant on some of the Gulf Islands such as Lyackson, Penelakut, North Pender and other islands. This makes the'wun an important resource species during winter months when waters are high and it is harder to catch fresh salmon. The'wun is one of the richer salmon species and if smoked, it is recommended it be cut thinly to allow for curing. If you catch the'wun when it is leaner, it is easier to cure. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Metacarcinus magister,species,dungeness crab,ey'x,,,,,,,,,,,,,,,,le crabe dormeur,"Ey'x is generally found in much deeper water than kwakwatl'shun. If you are trapping ey'x, you can most often catch them from 30 to 60 metres. The 'hot spots' differ from season and area. Ey'x will also follow the ride into estuaries and bays and are often collected in the shallows before they get to the eelgrass beds. Ey'x is an important food species often harvested with the traditional 3-pronged spear. Since the 1950s, metal rakes have been used to catch them live. Some Elders have harvested them by walking along the beach on a low tide and stepping ('umutsun) on it barefoot, then grab it and place them in a basket or canoe. Today they are both trapped and raked. ",1,1,1,0,1,0,Thom 2011,Thom (2011) lists Cancer magister (currently accepted as Metacarcinus magister by WoRMS 2021)
Marine Animals,Parophrys vetulus,species,english sole,lhumuq'e',,,,,,,,,,,,,,,,le carlottin anglais,"Lhumuq'e' is generally found in areas with a flat sandy bottom, and most easily fished for from the beach. Lhumuq'e' is generally considered to be of a harvestable size if it is the size of an adult's foot. Compared to other flatfish species, lhumuq'e' can be found much higher up in the intertidal zone or in much shallower water. Lhumuq'e' is sometimes referred to as puli'hwus, meaning light-coloured head or hair. Lhumuq'e' are often caught with a spear or by wading barefoot in the shallows and catching them by holding them down with your toes. Once caught, they are sometimes used as bait to catch larger fish. ",1,1,0,1,0,0,Thom 2011,
Marine Animals,Thaleichthys pacificus,species,eulachon,shwi'wi,,,,,,,,,,,,,,,,l'eulakane,"Shwi'wi lives in the ocean but returns to its rivers or stream of origin to spawn. Shwi'wi seem to respond negatively to pollution, and as a result are in steep decline in most areas. Shwi'wi were once a very important trade species, imported into Hul'q'umi'num territory from other areas although at one time they were common here. They used to be abundant north of us, and there were also some in Cowichan creeks and rivers and other places, and in the vicinity of Penelakutand on the Fraser River. Shwi'wi are rendered down into a rich grease (eulachon oil–tl'l'nu). Trade corridors across Vancouver Island and the Mainland are referred to as grease trails–a name resulting from the greasy stain often left behind on the ground. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Actinopterygii,species,fish eggs (roe),t'emkw',,,,,,,,,,,,,,,,les oeufs de poisson,"T'emkw' is commonly harvested from salmon during salmon harvest. It is also harvested during or after spawning using a rake or three-pronged spear. T'emkw' is a special food that can be prepared by boiling, drying, smoking or squishing. When dried, it is called spa' and can be made from the eggs of the salmon species, kw'suts, qwtaythun, etc. It can be made into butter by mixing with oil. Lingcod roe is xuy-xuytl'; herring roe is ts'umush. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Panopea generosa,species,geoduck clam,pun'eq',,,,,,,,,,,,,,,,la panope du pacifque,Pun'eq' is the largest clam (up to 22 cm and 3.6 kg). It is also one of the most difficult to harvest because their burrows can be 1.2 metres below the surface. They occur in subtidal beaches in flat sandy areas. Its siphon in relation to the size of its shell is so large that it cannot be retracted into the shell. These clams turn green after April. Pun'eq' must be harvested during the lowest tides–generally in January. The word for January is named for the harvest of pun'eq'. They can also be harvested during the lowest summer tides if you know where to harvest them. You can learn to find them by the shape of the siphon hole or dimple left behind in the sand. ,1,1,1,1,1,0,Thom 2011,
Marine Animals,Balanus nubilus,species,giant barnacle,qumine',,,,,,,,,,,,,,,,la bernache geante,"Qumine' is harvested in certain swift-flowing waters at extreme low tides where they can be found within a harvestable depth. They often form large colonies, making it easier to find and harvest them. Qumine' is considered a real delicacy and very tasty. They are roasted by the fire and are easier to pull apart after cooking. Roasting or steaming qumine' makes it easier to separate the shell from the bottom to draw out the soft meat from within. ",1,1,1,0,1,0,Thom 2011,
Marine Animals,Apostichopus californicus,species,giant California sea cucumber,thikwt,,,,,,,,,,,,,,,,le concombre rose,"Thikwt is a common species that occurs in a wide range of habitats. You will generally find higher concentrations of thikwt if you search in moderate current areas with solid bottoms as opposed to low-current with soft bottoms. Thikwt can be found as deep as 250 m but also as shallow as the intertidal zone. Thikwt is usually cleaned then eaten whole in stews or as a stock base. On the inside, there are 5 bands of meat that are good lightly fried in butter. They can be harvested by rake or 3-pronged spear and also by diving. Thikwt is considered by many to be a delicacy. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Mytilus californianus,species,giant mussel,lhew'qum'u,,,,,,,,,,,,,,,,la moule californienne,"Lhew'qum'u are found on the west coast of Vancouver Island as well as the North Coast. Lhew'qum'u prefers rocky areas exposed to the surf. At sizes up to 15-20cm, they are much larger than lhew'qum'. Lhew'qum'u is a sought-after food that is not common as lhew'qum' but was preferred for its taste. Do not eat the red ones; they are poisonous. ",1,1,1,1,1,1,Thom 2011,
Marine Animals,Enteroctopus dofleini,species,giant pacific octopus,sqi'mukw,,,,,,,,,,,,,,,,la pieuvre geante du pacifique,"Sqi'mukw can be found in dens in rocky areas that provide some protection, in areas where there is an abundance of kelp and foods like crab. The length of their body plus their longest arm can be up to 5 metres. Females live up to 3 years and lay eggs and aerate and protect them until they are about to hatch. Sqi'mukw is a preferred delicacy but you must know how to cook it. The preferred size for food is usually the smaller ones, as opposed to full-sized. Sqi'mukw is featured in many of our stories. The most common way of catching sqi'mukw is tradtionally to use a gaff. ",1,1,1,1,1,0,Thom 2011,
Marine Animals,Patinopecten caurinus,species,giant pacific scallop,kwuneem'mun',,,,,,,,,,,,,,,,le peigne geant du pacifique,"Kwuneem'mun' live in deep waters in areas with a soft bottom. They can be harvested in shallower waters if you know how and where to harvest them. The shells can also be collected after storms in areas where their habitat is exposed nect to open shores or beaches. They can be up to 30 cm across. Kwuneem'mun' is a highly-valued item for cultural use. The shell has great significance to some and is one of the harder species to collect. The shell was collected in special areas and was important for use in regalia, and was traded for. Kwuneem'mun' is also eaten as a food and is thought of as a delicacy. ",1,1,1,1,1,0,Thom 2011,
