Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Pilophorus perplexus,Douglas & Scott,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Pilophorus,Pilophorini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,484713,ART
Pithanus maerkelii,(Herrich-Schaeffer),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Pithanus,Stenodemini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,451681,ART
Plagiognathus brunneus,(Provancher),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Plagiognathus,Phylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454049,ART
Plagiognathus chrysanthemi,(Wolff),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Plagiognathus,Phylini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,349332,ART
Plagiognathus fuscosus,"(Provancher, 1872)",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Plagiognathus,Phylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Psallovius nigroantennatus,"Schwartz and Schuh, 1999",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Psallovius,Phylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Psallovius piceicola,(Knight),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Psallovius,Phylini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454079,ART
Psallus falleni,Reuter,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Psallus,Phylini,native,,reported,unobserved,1988-09-04,Geoffrey G.E. Scudder,CNCI,AMNH_PBI00 165742,,,,,,624549,ART
Psallus haematodes,(Gmelin),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Phylinae,Psallus,Phylini,exotic,,reported,unobserved,1982-08-18,Geoffrey G.E. Scudder,CNCI,AMNH_PBI00 165661,,,,,,,ART
Stenodema pilosipes,Kelton,,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodema,Stenodemini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454126,ART
Stenodema trispinosum,"Reuter, 1904",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodema,Stenodemini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,360097,ART
Stenodema vicinum,(Provancher),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodema,Stenodemini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,146792,ART
Stenotus binotatus,(Fabricius),,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenotus,Mirini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,321690,ART
Tupiocoris sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,Tupiocoris,Dicyphini,native?,,reported,unobserved,2019-08-21,Chris G. Ratzlaff,CGR,,,,,,,,ART
Xyelecia nearctica,"Ross, 1932",,xyelid sawfly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Miroidea,Miridae,Bryocorinae,Xyelecia,,native,,reported,unobserved,1981-04-19,Syd G. Cannings,SEM,SEM-UBC HYM-5611,,,,,,,ART
Nabis alternatus,Parshley,,damsel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Nabidae,Nabinae,Nabis,Nabini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,497193,ART
Nabis roseipennis,Reuter,,damsel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Nabidae,Nabinae,Nabis,Nabini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,366571,ART
Nabis rufusculus,Reuter,,damsel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Nabidae,Nabinae,Nabis,Nabini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453980,ART
Omanonabis lovettii,,,damsel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Nabidae,Nabinae,Omanonabis,Nabini,native,,reported,unobserved,1985,Geoffrey G.E. Scudder,SEM,??,,,,,G. Scudder reports Nabis lovetti Harris on his checklist,498412,ART
Ranatra fusca,Palisot-Beauvois,,brown water scorpion,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepoidea,Nepidae,Ranatrinae,Ranatra,,native,,reported,unobserved,1986-05-31,J.D. Reynolds,SEM,SEM-UBC HET-0822,,,,,,133757,ART
Notonecta kirbyi,Hungerford,,Kirby’s backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,Notonecta,,native,,reported,unobserved,1984-03-05,Geoffrey G.E. Scudder,SEM,SEM-UBC NOT-0839,,,,,,226029,ART
Notonecta undulata,Say,,grousewinged backswimmer,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Notonectoidea,Notonectidae,Notonectinae,Notonecta,,native,,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC NOT-1233,,,,,,226033,ART
Banasa dimidiata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Banasa,Pentatomini,native,,confirmed,observed,1977-08-13,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0402,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6224902,,363224,ART
Banasa sordida,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Banasa,Pentatomini,native,,confirmed,observed,1993-05-01,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0457,,2016-12-22,Andrew Simon,https://www.inaturalist.org/observations/4835606,,119735,ART
Brochymena affinis,,,rough stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Brochymena,Halyini,native,,new 2017,observed,,,,,,2017-10-08,Sarah Tweedale,https://www.inaturalist.org/observations/8313912,,127433,ART
Brochymena quadripustulata,,,four-humped stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Brochymena,Halyini,native,,new 2019,observed,,,,,,2019-03-26,Lorin Gaertner,https://www.inaturalist.org/observations/21816315,,132677,ART
Brochymena sulcata,,,rough stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Brochymena,Halyini,?,,new 2016,observed,,,,,,2016-07-22,Andrew Simon,http://www.inaturalist.org/observations/3726419,,210508,ART
Chlorochroa ligata,,,conchuela bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Chlorochroa,Nezarini,native,,confirmed,observed,1975-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0632,,2016-10-20,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/4403913,,261351,ART
Chlorochroa rossiana,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Chlorochroa,Nezarini,native,,confirmed,observed,1970-08-30,Geoffrey G.E. Scudder,SEM,SEM-UBC PEN-0698,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6206460,,357522,ART
Cosmopepla conspicillaris,,,hedge nettle stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Cosmopepla,Carpocorini,?,,new 2021,observed,,,,,,2021-06-10,Kevin Toomer,https://www.inaturalist.org/observations/82467943,,261361,ART
Cosmopepla intergressa,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Cosmopepla,Carpocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1021612,ART
Euschistus conspersus,,,consperse stink bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Euschistus,Carpocorini,native,,confirmed,observed,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,2018-05-13,Andrew Simon,https://www.inaturalist.org/observations/15412700,,243759,ART
Euschistus servus euschistoides,(Vollenhoven),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Euschistus,Carpocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453867,ART
Holcostethus limbolarius,(Stål),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Holcostethus,Carpocorini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,261416,ART
Neottiglossa tumidifrons,Downes,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Neottiglossa,Aeliini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,992499,ART
Neottiglossa undata,(Say),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Neottiglossa,Aeliini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,326736,ART
Podisus brevispinus,"Phillips, 1982",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,Podisus,Asopinae,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454062,ART
Thyanta pallidovirens,(Stål),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Pentatominae,Thyanta,Pentatomini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,211001,ART
Zicrona caerulea,,,blue shield bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,Zicrona,,native,,new 2020,observed,,,,,,2020-04-10,Adam Huggins,https://www.inaturalist.org/observations/42175065,,62980,ART
Arytaina genistae,(Latrielle),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,,Arytaina,,exotic,,new 2019,unobserved,2019-08-22,Chris G. Ratzlaff,CGR,,,,,,,,ART
Psylla viridescens,(Provancher),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Psylloidea,Psyllidae,,Psylla,,native,,new 2019,unobserved,2019-08-20,Chris G. Ratzlaff,CGR,,,,,,,,ART
Barce fraterna,(Say),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Barce,Metapterini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,270495,ART
Empicoris pilosus,(Fieber),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Empicoris,Ploiariolini,exotic,,reported,unobserved,1983-08-15,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-3094,,,,,,498439,ART
Empicoris rubromaculatus,(Blackburn),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Empicoris,Ploiariolini,native,,reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-3099,,,,,,52987,ART
Empicoris vagabundus,(Linnaeus),,assassin bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Emesinae,Empicoris,Ploiariolini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,208901,ART
Stictopleurus punctiventris,(Dallas),,scentless plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Coreoidea,Rhopalidae,Rhopalinae,Stictopleurus,Rhopalini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,454127,ART
Emblethis vicarius,Horváth,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Emblethis,Gonianotini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,261495,ART
Eremocoris elegantulus sp nov.,Scudder,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,Drymini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,New species not yet published,,ART
Eremocoris obscurus,Van Duzee,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,Drymini,native,,reported,unobserved,1974-06-01,Geoffrey G.E. Scudder,SEM,SEM-UBC RHY-0015,,,,,,361586,ART
Eremocoris semicinctus,Van Duzee,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Eremocoris,Drymini,native,,confirmed,observed,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,2018-06-30,Adam Huggins,https://www.inaturalist.org/observations/13951701,,261491,ART
Gastrodes pacificus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Gastrodes,Drymini,native,,confirmed,observed,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,2018-05-19,Scott Gilmore,https://www.inaturalist.org/observations/12873761,,296335,ART
Ligyrocoris latimarginatus,Barber,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Ligyrocoris,Myodochini,native,,new 2019,unobserved,2019-08-21,Chris G. Ratzlaff,CGR,,,,,,,,ART
Megalonotus sabulicola,(Thomson),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Megalonotus,Megalonotini,exotic,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,492293,ART
Peritrechus convivus,Stål,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Peritrechus,Rhyparochromini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,361587,ART
Peritrechus tristis,Van Duzee,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Peritrechus,Rhyparochromini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,781982,ART
Plinthisus brevipennis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Plinthisinae,Plinthisus,Plinthisini,exotic,,new 2019,observed,2019-08-20,Chris G. Ratzlaff,CGR,,,2019-08-21,Chris Ratzlaff,https://www.inaturalist.org/observations/32630538,,533524,ART
Scolopostethus thomsoni,Reuter,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Scolopostethus,Drymini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,361590,ART
Sphragisticus nebulosus,(Fallén),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Sphragisticus,Megalonotini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,453176,ART
Trapezonotus lattini,Scudder,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Trapezonotus,Gonianotini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Tupiocoris killamae,"Schwartz and Scudder, 2003",,plant bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Tupiocoris,Dicyphini,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,HOLOTYPE,,ART
Saldula explanata,(Uhler),,shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,Saldula,,native,,reported,unobserved,1979-04-14,Geoffrey G.E. Scudder,SEM,SEM-UBC SAL-0402,,,,,G. Scudder did not include this on his checklist; usually a montane species,453260,ART
Saldula laticollis,(Reuter),,shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,Saldula,,native,,reported,unobserved,1975-04-26,Geoffrey G.E. Scudder,SEM,SEM-UBC SAL-0478,,,,,,361594,ART
Saldula nigrita,Parshley,,shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,Saldula,,native,,reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC SAL-0740,,,,,,453261,ART
Saldula pallipes complex,(Fabricius),,shore bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Leptopodoidea,Saldidae,,Saldula,,native,,reported,unobserved,1974-06-16,Geoffrey G.E. Scudder,SEM,SEM-UBC SAL-1400,,,,,,454107,ART
Acantholomidea porosa,(Germar),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,Acantholomidea,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,,ART
Camirus porosus,,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,Camirus,,native,,reported,unobserved,1988,Henry & Froeschner [editors],"Catalog of the Heteroptera, or true bugs, of Canada and the Continental United States",,,,,,,174485,ART
Eurygaster alternata,(Say),,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,Eurygaster,,native,,reported,unobserved,1980-07-26,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-4828,,,,,,219860,ART
Eurygaster amerinda,Bliven,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Eurygasterinae,Eurygaster,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,372516,ART
Homaemus aeneifrons consors,Uhler,,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Scutelleridae,Pachycorinae,Homaemus,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,1026033,ART
Thelaxes californica,(Davidson),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Thelaxidae,,Thelaxes,,native,,reported,unobserved,2000-05-18,C.-K. Chan,CNC,CNCHEM033485,,,,,,,ART
Corimelaena pulicaria,(Germar),,jewel bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Thyreocoridae,,Corimelaena,,native,,reported,unobserved,2019-06-21,Geoffrey G.E. Scudder,Checklist of Heteroptera collected on Galiano Island BC,,,,,,,136432,ART
Microvelia buenoi,Drake,,ripple bug,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerroidea,Veliidae,,Microvelia,,native,,reported,unobserved,1984-09-01,Geoffrey G.E. Scudder,SEM,SEM-UBC HET-1467,,,,,,453969,ART
Andrena algida,"Smith, 1853",,icy miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrena,,,,new 2017,unobserved,2017-04-14,Michael Hoebel,Galiano Community Bee Inventory 2017,LRB17-3662,,,,,,198845,ART
Andrena angustella,Cockerell,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrena,,,,reported,unobserved,1984-03-17,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-11182,,,,,,346698,ART
Andrena angustitarsata,"Viereck, 1904",,narrow-legged miner bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrena,,,,new 2017,unobserved,2017-04-14,Karen Harris,Galiano Community Bee Inventory 2017,LRB17-3774,,,,,,346696,ART
Andrena candida,Smith,,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrena,,,,reported,unobserved,1981-04-18,Syd G. Cannings,SEM,SEM-UBC HYM-3246,,,,,,309427,ART
Andrena chlorura,"Cockerell, 1916",,mining bee,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,Andrena,,,,reported,unobserved,1982-03-28,Geoffrey G.E. Scudder,SEM,SEM-UBC HYM-3247,,,,,,271491,ART
