Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting,Documenting,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Documented,Documenter,iNaturalist Link,Notes,ID,Stats Code
Cornus sericea ssp. occidentalis,L.,(Torr. & A.Gray) Fosberg,red-osier dogwood,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Cornaceae,,,Cornus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-22,Andrew Simon,https://www.inaturalist.org/observations/14633044,Cornus stoloniferareported (synonym),53366,VAS
Philadelphus lewisii,Pursh,,mock-orange,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Cornales,,,Hydrangeaceae,,,Philadelphus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-15,Adam Huggins,http://www.inaturalist.org/observations/3684435,,62223,VAS
Sambucus racemosa var. arborescens,L.,(Torr. & Gray) Gray,coastal red elderberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Adoxaceae,,,Sambucus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567739,,57824,VAS
Viburnum tinus,L.,,Laurustinus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Adoxaceae,,,Viburnum,exotic,unlisted,new 2015,observed,,,,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564999,,82666,VAS
Centranthus ruber,(L.) DC.,,red valerian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Centranthus,exotic,unlisted,new 2019,observed,,,,,,2019-05-04,Kristian Sigvardsen,https://www.inaturalist.org/observations/24543874,,57283,VAS
Dipsacus fullonum,L.,,Fuller's teasel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,exotic,unlisted,new 2017,observed,2017-05-27,Alexander J. Wright,Bioblitz Galiano2017,,,2017-10-27,Kevin Toomer,https://www.inaturalist.org/observations/8581801,,56002,VAS
Linnaea borealis ssp. longiflora,L.,(Torr.) Hultén,twinflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,Linnaea,native,S5,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V097816,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2621405,,77780,VAS
Lonicera ciliosa,DC.,,western trumpet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2014-11-30,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2648046,,77832,VAS
Lonicera hispidula,Douglas ex Torr. & A. Gray,,hairy honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564082,,53416,VAS
Plectritis congesta ssp. brachystemon,(Lindl.) DC.,(Fisch. & C.A. Mey.) Morey,sea blush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,native,S5,new 2016,observed,,,,,,2016-05-03,Andrew Simon,http://www.inaturalist.org/observations/3094142,,57787,VAS
Plectritis congesta var. congesta,(Lindl.) DC.,,sea blush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-02-11,Chessi Miltner,http://www.inaturalist.org/observations/2670598,,57786,VAS
Plectritis macrocera,Torr. & A. Gray,(L.) S.F.Blake,long-spurred plectritis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Plectritis,native,S4,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,"abundant on Bodega Ridge May 13, 2004",57287,VAS
Symphoricarpos albus var. laevigatus,(L.) S.F.Blake,(Fernald) Hultén,common snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-02-13,Andrew Simon,http://www.inaturalist.org/observations/2679254,,48525,VAS
Symphoricarpos mollis,Nutt.,,trailing snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-29,Andrew Simon,https://www.inaturalist.org/observations/6434805,"""ours weakly defined as S.m. hesperius"" (FPNW2)",53456,VAS
Valerianella locusta,(L.) Betcke,,common cornsalad,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Valerianoideae,,Valerianella,,,new 2020,observed,,,,,,2020-04-30,Adam Huggins,https://www.inaturalist.org/observations/44447167,,55752,VAS
Impatiens capensis,Meerb.,,spotted jewelweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,Impatiens,,,new 2020,observed,,,,,,2020-09-05,Sylvie Hawkes,https://www.inaturalist.org/observations/62566046,,47888,VAS
Impatiens glandulifera,Royle,,policeman's helmet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Balsaminaceae,,,Impatiens,exotic,unlisted,reported,unobserved,2004-08-22,P. F. Zika,WTU,361123,,,,,"In low ground near pond, shaded, with Rubus spectabilis, Urtica, Thuja. Flowers nod, white, abrupt taper to green recuved spur, succulent hollow annual, adventive; common escape from cultivation",47892,VAS
Allotropa virgata,Torr. & A. Gray,,candystick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Allotropa,native,S4,confirmed,observed,1982-06-05,Harvey Janszen,RBCM,V119983,1949568884,2018-05-10,Andrew Simon,https://www.inaturalist.org/observations/12345119,matsutake associate,62481,VAS
Andromeda polifolia var. polifolia,L.,,bog-rosemary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Andromeda,native,S4,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,119892,VAS
Arbutus menziesii,Pursh,,arbutus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,,Arbutus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2011-07-25,lesfreck,https://www.inaturalist.org/observations/86518609,,51046,VAS
Arctostaphylos columbiana,Piper,,hairy manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,native,S5,confirmed,observed,1961-05-08,J. A. Calder,UBC,V103511,,2015-02-22,Kristian Sigvardsen,http://inaturalist.ca/observations/2881736,,75505,VAS
Arctostaphylos uva-ursi,(L.) Spreng.,,kinnikinnick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-08-14,Adam Huggins,http://www.inaturalist.org/observations/3889075,,68049,VAS
Arctostaphylos x media,Greene,,northwestern manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Arbutoideae,,Arctostaphylos,native,S4,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Stockade Hill,712206,VAS
Calluna vulgaris,(L.) Hull.,,common heather,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Calluna,exotic,unlisted,new 2018,observed,,,,,,2018-09-02,Kevin Toomer,https://www.inaturalist.org/observations/16183635,,119450,VAS
Chimaphila umbellata ssp. umbellata,(L.) W.P.C. Barton,,common pipsissewa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Chimaphila,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2011-12-22,T. Abe Lloyd,https://www.inaturalist.org/observations/38191913,,84721,VAS
Empetrum nigrum,L.,,crowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Empetrum,native,S5,new 2016,observed,,,,,,2016-08-14,Adam Huggins,http://www.inaturalist.org/observations/3889081,,76812,VAS
Gaultheria shallon,Pursh,,salal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,native,S5,confirmed,observed,1975-07-11,Angela Wood,RBCM,V097704,1949546718,2009-04-25,Paul Abell,https://www.inaturalist.org/observations/38207180,,48441,VAS
Hemitomes congestum,A. Gray,,gnome-plant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Hemitomes,native,S4S5,reported,unobserved,1981-07-16,Harvey Janszen,RBCM,V113511,1949562560,,,,Stockade Hill,54663,VAS
Kalmia microphylla var. occidentalis,(Hook.) A. Heller,(Small) Ebinger,western bog-laurel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Kalmia,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296183,Roemer reports K. microphylla; Harvey Janszen K. m. occidentalis; K. polifoliareplaces,67810,VAS
Monotropa hypopitys,L.,,pinesap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,59986,VAS
Monotropa uniflora,L.,,indian-pipe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,native,S5,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097820,1949546874,2006-07-05,Sarah Tweedale,http://inaturalist.ca/observations/3502607,,49477,VAS
Pterospora andromedea,Nutt.,,woodland pinedrops,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,Pterospora,,,new 2021,observed,,,,,,2021-06-16,Audrey Irvine-Broque,https://www.inaturalist.org/observations/83306196,,52118,VAS
Pyrola aphylla,Sm.,,leafless wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,native,S3,new 2018,observed,,,,,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3213200,,630966,VAS
Pyrola asarifolia,Michx.,,pink wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,native,S4,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-05-05,Brian Starzomski,https://www.inaturalist.org/observations/24677380,"moist, disturbed areas",78793,VAS
Pyrola picta,Sm.,,white-veined wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Pyrola,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12789649,inc. Pyrola aphyllasyn.,62239,VAS
Rhododendron groenlandicum,(Oeder) Kron & Judd,,Labrador-tea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Ericoideae,,Rhododendron,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2615109,,180413,VAS
Vaccinium ovatum,Pursh,,evergreen huckleberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2014-11-30,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647608,,48349,VAS
Vaccinium oxycoccos,L.,,bog cranberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2615125,,126560,VAS
Vaccinium parvifolium,Sm.,,red huckleberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Vaccinium,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-02-20,Andrew Simon,http://www.inaturalist.org/observations/2627993,,48354,VAS
Collomia heterophylla,Hook.,,vari-leaved collomia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Collomia,native,S5,confirmed,observed,1976-07-17,Harvey Janszen,RBCM,V107081,1949555895,2016-05-03,Andrew Simon,http://www.inaturalist.org/observations/3094626,,52996,VAS
Leptosiphon minimus,(H. Mason) R. Battaglia,,bicoloured linanthus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Leptosiphon,native,S4,confirmed,observed,1982-05-10,Harvey Janszen,RBCM,V119986,1949569035,2017-05-27,Judith Holm,https://www.inaturalist.org/observations/6671733,Reported asLeptosiphon bicolor var.bicolor (V119986)– not a valid synonym,77693,VAS
Microsteris gracilis,(Douglas ex Hook.) Greene,,pink twink,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Microsteris,native,S5,confirmed,observed,1982-05-10,Harvey Janszen,RBCM,V119985,1949568896,2018-05-11,Andrew Simon,https://www.inaturalist.org/observations/12373997,reported as Phlox gracilis (V119985),61210,VAS
Navarretia squarrosa,(Eschsch.) Hook. & Arn.,,skunkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Navarretia,native,S4S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564155,,53157,VAS
Cyclamen hederifolium,Aiton,,cyclamen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Cyclamen,exotic,unlisted,new 2017,observed,,,,,,2017-10-01,Tiffany Moser,https://www.inaturalist.org/observations/8215351,,127355,VAS
Lysimachia arvensis,(L.) U. Manns & Anderb,,scarlet pimpernel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Lysimachia,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,791928,VAS
Lysimachia europaea,(L.) U. Manns & Anderb.,,Arctic starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Lysimachia,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296137,,238904,VAS
Lysimachia latifolia,(Hook.) Cholewa,,broad-leaved starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Lysimachia,native,S4S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567734,reported as Trientalis latifolia,496537,VAS
Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",,sea-milkwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Lysimachia,native,S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Estuaries and salt marshes; Glaux maritimassp. obtusifoliareported,204175,VAS
Lysimachia minima,(L.) U.Manns & Anderb.,,chaffweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,,,new 2020,observed,,,,,,2020-06-14,Andrew Simon,https://www.inaturalist.org/observations/50027107,,204353,VAS
Lysimachia thyrsiflora,L.,,tufted loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Lysimachia,native,S5,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296091,,77917,VAS
Primula hendersonii,(A. Gray) Mast & Reveal,,broad-leaved shootingstar,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Primula,native,S4,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-04-15,Kristian Sigvardsen,http://inaturalist.ca/observations/5735876,,487175,VAS
Primula pauciflora var. pauciflora,Franch.,,pretty shootingstar,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,,,Primula,native,S5,reported,unobserved,1984-06-02,Harvey Janszen,RBCM,V129550,1949578473,,,,"reported asDodecatheon meadia var.pulchellum(V129550); Bellhouse Park, vernal seep pools on rocky shore",498086,VAS
Acmispon americanus var. americanus,(Nutt.) Rydb.,,Spanish-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Acmispon,native,S4,reported,unobserved,1975-08-04,Angela Wood,RBCM,V097714,1949546719,,,,,57049,VAS
Acmispon denticulatus,(Drew) Greene,,meadow birds-foot trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Acmispon,native,S4S5,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,60194,VAS
Acmispon parviflorus,(Benth.) D.D. Sokoloff,,small-flowered birds-foot trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Acmispon,native,S4S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-14,Andrew Simon,http://www.inaturalist.org/observations/2617636,Reported as Lotus micranthus,57048,VAS
Cytisus scoparius,(L.) Link,,Scotch broom,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Cytisus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2009-04-23,Paul Abell,https://www.inaturalist.org/observations/38207181,,48538,VAS
Laburnum anagyroides,Medik.,,laburnum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Laburnum,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-06-29,Tieg Mowbray,https://www.inaturalist.org/observations/13889967,,51810,VAS
Lathyrus japonicus,Willd.,(L.) P.W. Ball,beach pea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lathyrus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542876,,118549,VAS
Lathyrus latifolius,L.,,broad-leaved peavine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lathyrus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-06,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3636647,,61009,VAS
Lathyrus nevadensis var. pilosellus,S.Watson,(M. Peck) C.L. Hitchc.,purple peavine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lathyrus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3311137,,241251,VAS
Lathyrus sylvestris,L.,,narrow-leaved everlasting peavine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lathyrus,exotic,unlisted,reported,unobserved,1905-07-08,Matt Fairbarns,Vascular Plant Survey of a Rock Bluff System on Galiano Island2016(unpublished technical report),,,,,,,82740,VAS
Lotus corniculatus,L.,,bird's-foot trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lotus,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-31,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2663715,,47435,VAS
Lupinus arboreus,Sims,,tree lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lupinus,exotic,unlisted,reported,unobserved,1981-05-21,Harvey Janszen,RBCM,V113484,1949562547,,,,,61010,VAS
Lupinus bicolor,Lindl.,,two-coloured lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lupinus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2013-05-16,Felix Erhard,http://www.inaturalist.org/observations/2604255,,50614,VAS
Lupinus polycarpus,Greene,,small-flowered lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lupinus,native,S5,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-06-14,Andrew Simon,http://inaturalist.ca/observations/6665153,,59423,VAS
Lupinus polyphyllus var. polyphyllus,Lindl.,,large-leaved lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Lupinus,native,S5,reported,unobserved,1975-06-04,Angela Wood,RBCM,V097145,1949546281,,,,planted,59549,VAS
Medicago lupulina,L.,,black medic,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Medicago,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2020-06-04,Andrew Simon,https://www.inaturalist.org/observations/48489340,,57056,VAS
Medicago sativa ssp. sativa,L.,,alfalfa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Medicago,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57057,VAS
Melilotus albus,Medik.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Melilotus,exotic,unlisted,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,58907,VAS
Robinia pseudoacacia,L.,,black locust,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Robinia,exotic,unlisted,new 2017,observed,2017-05-27,Alexander J. Wright,Bioblitz Galiano 2017,,,2018-06-03,Christopher Heffley,https://www.inaturalist.org/observations/13101655,https://static.inaturalist.org/photos/19091351/large.jpg?1528079862,56088,VAS
Trifolium arvense,L.,,hare's-foot clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Trifolium,exotic,unlisted,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3543095,,79408,VAS
Trifolium campestre,Schreb.,,low hop-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Trifolium,exotic,unlisted,confirmed,observed,1981-07-07,Harvey Janszen,RBCM,V113767,,2018-06-03,Andrew Simon,https://www.inaturalist.org/observations/13102174,,57076,VAS
Trifolium dichotomum,Hook. & Arn.,,Macrae's clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Trifolium,native,S2S3,reported,unobserved,1981-05-11,Harvey Janszen,RBCM,V113443,,,,,,61179,VAS
Trifolium dubium,Sibth.,,small hop-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Trifolium,exotic,unlisted,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2622584,,53313,VAS
Trifolium glomeratum,L.,,clustered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Trifolium,,,new 2020,observed,,,,,,2020-05-31,Andrew Simon,https://www.inaturalist.org/observations/48091413,,61021,VAS
